Title_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Micro-Technology for Positioning, Navigation, and Timing (Micro PN&T)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","8befc057b1735de4d5f68784ea20f0f519704a98807614e8c4abef2f728d2b17","0-9b9077acb86787b15cd9cee517287f50a5284724d29173c9c2ee65616f30a51e","0-65e1623d38a8beb87d67f86092aca2d32b77a6ea18d26771dd3f6be809ec9a09","root.record.ProjectList.Project"
"Endurance","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","8befc057b1735de4d5f68784ea20f0f519704a98807614e8c4abef2f728d2b17","0-395c60645c6664d8586bdf9853931726039d5f03912efa0032bad1429a9bfebd","1-3c36a7ca71dea1619dff3dd49f547472a1ceb59efe167cd9a6449d0def80a308","root.record.ProjectList.Project"
"Diverse & Accessible Heterogeneous Integration (DAHI)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","8befc057b1735de4d5f68784ea20f0f519704a98807614e8c4abef2f728d2b17","1-3b3fa3c82984691cb2eaddf0d9ed007e699c44ef162b61fd2ffad7cca31ddab6","1-3c36a7ca71dea1619dff3dd49f547472a1ceb59efe167cd9a6449d0def80a308","root.record.ProjectList.Project"
"FLASH - Scaling Fiber Arrays at Near Perfect Beam Quality","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","8befc057b1735de4d5f68784ea20f0f519704a98807614e8c4abef2f728d2b17","2-f01e0fb3b4bd771171e8dcc2cdbccf0c3ee049906c2c58e41081a0514150762a","1-3c36a7ca71dea1619dff3dd49f547472a1ceb59efe167cd9a6449d0def80a308","root.record.ProjectList.Project"
"Direct SAMpling Digital ReceivER (DISARMER)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","8befc057b1735de4d5f68784ea20f0f519704a98807614e8c4abef2f728d2b17","3-0e20ceb7be61943df6bc07c0eb8aafb44d7133a39a9ec00d9ef79e27e25916e7","1-3c36a7ca71dea1619dff3dd49f547472a1ceb59efe167cd9a6449d0def80a308","root.record.ProjectList.Project"
"Common Heterogeneous integration & IP reuse Strategies (CHIPS)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","8befc057b1735de4d5f68784ea20f0f519704a98807614e8c4abef2f728d2b17","4-9e31940a8dbd0fea025c5ce865e8dfbed613d6dc69ecaa3caaa15724da0ef2a6","1-3c36a7ca71dea1619dff3dd49f547472a1ceb59efe167cd9a6449d0def80a308","root.record.ProjectList.Project"
"Precise Robust Inertial Guidance for Munitions (PRIGM)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","8befc057b1735de4d5f68784ea20f0f519704a98807614e8c4abef2f728d2b17","5-5927e4bd9aba9ca9f146f14ca405a5e71f62fb7df3d844e7822918046c0ed851","1-3c36a7ca71dea1619dff3dd49f547472a1ceb59efe167cd9a6449d0def80a308","root.record.ProjectList.Project"
"100 Gb/s RF Backbone","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","bebea72a9379a5f11a55abf1cbcce61efaa92d30c275343dbe08af10f8a33e84","0-9b201d8718e5a207e77cdaa8899428de2b817c320513f63b6516fac22bafe7e9","0-5ba55bd930154fe7c449f54e0328336c17c640ac7297a4035b77b5c2182a11a1","root.record.ProjectList.Project"
"Spectrum Efficiency and Access","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","bebea72a9379a5f11a55abf1cbcce61efaa92d30c275343dbe08af10f8a33e84","1-5b96460bf13f877198bddb0c09d6425be987fbb077134d732829a325dc0d6358","0-5ba55bd930154fe7c449f54e0328336c17c640ac7297a4035b77b5c2182a11a1","root.record.ProjectList.Project"
"Advanced RF Mapping","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","bebea72a9379a5f11a55abf1cbcce61efaa92d30c275343dbe08af10f8a33e84","2-357a15a3af7ca68fe302eb5844ddd0f24056baf22ca99ae47f6dbd5eef7a8e26","0-5ba55bd930154fe7c449f54e0328336c17c640ac7297a4035b77b5c2182a11a1","root.record.ProjectList.Project"
"Communication in Contested Environments (C2E)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","bebea72a9379a5f11a55abf1cbcce61efaa92d30c275343dbe08af10f8a33e84","3-f1b0c5c24e8639bae34ee2630004bba9f039bf466395c7794d224f7f8c67eb27","0-5ba55bd930154fe7c449f54e0328336c17c640ac7297a4035b77b5c2182a11a1","root.record.ProjectList.Project"
"Communications Module- Millimeter-wave (COMMO-MMW)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","bebea72a9379a5f11a55abf1cbcce61efaa92d30c275343dbe08af10f8a33e84","4-d7f3167ab415c9998417822b23693b5ad712844309040af9ad067cb4e948bd72","0-5ba55bd930154fe7c449f54e0328336c17c640ac7297a4035b77b5c2182a11a1","root.record.ProjectList.Project"
"Dynamic Network Adaptation for Mission Optimization (DyNAMO)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","bebea72a9379a5f11a55abf1cbcce61efaa92d30c275343dbe08af10f8a33e84","5-3563db8afd318fdf947156eb17ed27b5b15dab7a070f1db3da759a0cb18d6d1e","0-5ba55bd930154fe7c449f54e0328336c17c640ac7297a4035b77b5c2182a11a1","root.record.ProjectList.Project"
"Wireless Network Defense","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","bebea72a9379a5f11a55abf1cbcce61efaa92d30c275343dbe08af10f8a33e84","6-3ae8c49b23ef4923da159b90dcfe0c4404d9a52cbeafa7a7d01529e06e739dab","0-5ba55bd930154fe7c449f54e0328336c17c640ac7297a4035b77b5c2182a11a1","root.record.ProjectList.Project"
"Computational Leverage Against Surveillance Systems (CLASS)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","bebea72a9379a5f11a55abf1cbcce61efaa92d30c275343dbe08af10f8a33e84","7-b882b4ec45622315b6f9c0e250b8708cd89c9f37bdbd7f5cd283759dc2b84f5a","0-5ba55bd930154fe7c449f54e0328336c17c640ac7297a4035b77b5c2182a11a1","root.record.ProjectList.Project"
"Mobile Hotspots","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","bebea72a9379a5f11a55abf1cbcce61efaa92d30c275343dbe08af10f8a33e84","8-da893582490f963fc9538878b3ac2ed621213bfc44f18571ad98e9da806fb364","0-5ba55bd930154fe7c449f54e0328336c17c640ac7297a4035b77b5c2182a11a1","root.record.ProjectList.Project"
"Rapid Software Development using Binary Components (RAPID)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","bebea72a9379a5f11a55abf1cbcce61efaa92d30c275343dbe08af10f8a33e84","0-0aff0a220c6191b7f67d7b0d9fa18564ca65d53bb413038b5757eebc069e608a","1-e194cf08409b99c962c7cd470f9ce1c43141c45643f90e8a37a9892f465b0a2f","root.record.ProjectList.Project"
"System of Systems Integration Technology and Experimentation (SoSITE)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","0-f0d94edb4555663534ab35bf99d6358831bc8f0109d3f5788b3a2e7cda7dd7c3","0-131ca92f5db0d8dd306bf66c8a9069a9f819aadf0e3e919845a4f33127b3a665","root.record.ProjectList.Project"
"Resilient Synchronized Planning & Assessment for the Contested Environment (RSPACE)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","1-f1dc3ad3b8bf55b3a1f2584dd784933d2c2773e90e1a3aadf66b2ccd74cdcab7","0-131ca92f5db0d8dd306bf66c8a9069a9f819aadf0e3e919845a4f33127b3a665","root.record.ProjectList.Project"
"Retrodirective Arrays for Coherent Transmission (ReACT)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","2-ab1809ae64a8f23ca49785f0e83c1c671d3c51d9db20e271cd8c7bc3357115dc","0-131ca92f5db0d8dd306bf66c8a9069a9f819aadf0e3e919845a4f33127b3a665","root.record.ProjectList.Project"
"High Energy Liquid Laser Area Defense System (HELLADS)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","3-5387ea11d33125276078c388197a190120bf059113abfd641fd40c3646d05909","0-131ca92f5db0d8dd306bf66c8a9069a9f819aadf0e3e919845a4f33127b3a665","root.record.ProjectList.Project"
"Robotics Challenge","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","4-c13fdedd6bc2435969563c55c6ce2c5cd631e40a00ff3dfde7148745f67a39d7","0-131ca92f5db0d8dd306bf66c8a9069a9f819aadf0e3e919845a4f33127b3a665","root.record.ProjectList.Project"
"Hydra","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","0-cc92a27925745c12859b07c7fc672e72861bacad16d415873cf000b30286ee17","1-30e8457312e5bde2a6dc05ce54d13c1bea1ef501c664a5ab23767bbd55561326","root.record.ProjectList.Project"
"Hybrid Multi Material Rotor Full Scale Demonstration (HyDem)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","1-797383f8063fbe73f92393efaeb87462b6b97a1947cc4467a572cb4c9aebddca","1-30e8457312e5bde2a6dc05ce54d13c1bea1ef501c664a5ab23767bbd55561326","root.record.ProjectList.Project"
"Tactical Undersea Network Architecture","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","2-373791be3602dcfe1def4481e7b12339dcc4eb084508655856c3ecc5302aa62a","1-30e8457312e5bde2a6dc05ce54d13c1bea1ef501c664a5ab23767bbd55561326","root.record.ProjectList.Project"
"Blue Wolf","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","3-47828e98f318b1ced5044b5476100a3135881d4216aada395912fd0da01f922f","1-30e8457312e5bde2a6dc05ce54d13c1bea1ef501c664a5ab23767bbd55561326","root.record.ProjectList.Project"
"Positioning System for Deep Ocean Navigation (POSYDON)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","4-56d34c85b4a845ec280f6a8a7430ec4c1ad8d7b9963de83f51590a87ff274715","1-30e8457312e5bde2a6dc05ce54d13c1bea1ef501c664a5ab23767bbd55561326","root.record.ProjectList.Project"
"Mobile Offboard Command, Control and Attack (MOCCA)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","5-795ed84a99cc5e7c4065cab5d954faedbe6ceb2e9b370938820752f041a6fc37","1-30e8457312e5bde2a6dc05ce54d13c1bea1ef501c664a5ab23767bbd55561326","root.record.ProjectList.Project"
"Virtual Acoustic Microphone Systems (VAMS)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","6-cc052f959f92848ba09ececa5b384063afceeb1bfbaaf5e39fc4218da7c5604c","1-30e8457312e5bde2a6dc05ce54d13c1bea1ef501c664a5ab23767bbd55561326","root.record.ProjectList.Project"
"Cross Domain Maritime Surveillance and Targeting (CDMaST)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","7-3734c49a63022dfb6d283982621e1101227b0a3296e75cfe8a2bdc21177ed132","1-30e8457312e5bde2a6dc05ce54d13c1bea1ef501c664a5ab23767bbd55561326","root.record.ProjectList.Project"
"Distributed Agile Submarine Hunting (DASH)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","7da25b3acce3dd005415da9266b60d86b50668d760d84eea3e1e7112d3abe466","8-3e3b273b8e2a8e4d278f3ab33dec05329c2d3e15072b68ec7de3a85b684fc7e7","1-30e8457312e5bde2a6dc05ce54d13c1bea1ef501c664a5ab23767bbd55561326","root.record.ProjectList.Project"
"Multi-Optical Sensing (MOS)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","0-d138b26e9a0c3459d6ab185234f0ea2fd25c004ff460519e5a3744e131e1164d","0-3cc5aa7c91933b5628a2c929b3b77acaf503708a6e13c1ae26d013075400146c","root.record.ProjectList.Project"
"Adaptable Navigation Systems (ANS)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","1-82abbfe7947d02414439a24a9ea16ef2298ce06dd33ee2ffef12dbf2d7442d8b","0-3cc5aa7c91933b5628a2c929b3b77acaf503708a6e13c1ae26d013075400146c","root.record.ProjectList.Project"
"Adaptable, Low Cost Sensors (ADAPT)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","2-80d44501de48f09cdccad97d89a907d71cb2c34e701678c89779151dffef330e","0-3cc5aa7c91933b5628a2c929b3b77acaf503708a6e13c1ae26d013075400146c","root.record.ProjectList.Project"
"Adaptive Radar Countermeasures","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","0-f1653007d00f50b16a3bb3e9a41b20b21373a9ea7514f78faa5ff187c8a66aec","1-73c6d6f356665f8495edf78095a863f13181ca513923d7fe7956c90cf072ea13","root.record.ProjectList.Project"
"Spatial, Temporal and Orientation Information for Contested Environments (STOIC)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","1-d0c3622aef9f4d7ed26b78266ce94bb65c3ebfd7bc77668177e69b5f5c508e6d","1-73c6d6f356665f8495edf78095a863f13181ca513923d7fe7956c90cf072ea13","root.record.ProjectList.Project"
"Automatic Target Recognition (ATR) Technology","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","2-95253c4bf7e1abdeb14af52b9a60f6e98fcbe6f40f1edd1567217de374a040c2","1-73c6d6f356665f8495edf78095a863f13181ca513923d7fe7956c90cf072ea13","root.record.ProjectList.Project"
"Advanced Scanning Technology for Imaging Radars (ASTIR)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","3-43cb729bc1e881985b9c3523990de36d0cbee0c15b522fb536e28ee16cb0e776","1-73c6d6f356665f8495edf78095a863f13181ca513923d7fe7956c90cf072ea13","root.record.ProjectList.Project"
"Small Satellite Sensors","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","4-154c56484e21ae954b02338cf554f876b68bae0cf9f88acb53e138dc39a9f7d8","1-73c6d6f356665f8495edf78095a863f13181ca513923d7fe7956c90cf072ea13","root.record.ProjectList.Project"
"Seeker Cost Transformation (SECTR)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","5-80c58f01b59661262ae41640f90c86e388b7afeee66781a449ab7f6f8ac47996","1-73c6d6f356665f8495edf78095a863f13181ca513923d7fe7956c90cf072ea13","root.record.ProjectList.Project"
"Unbanded Spectrum operatIoNs (U-SPIN)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","6-6e722ced3d115c07775212984d1ae1c6acb85741efba2d1187ee8ab7a7ef3d53","1-73c6d6f356665f8495edf78095a863f13181ca513923d7fe7956c90cf072ea13","root.record.ProjectList.Project"
"Dynamically Composed RF Systems","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","7-02f8e9b7c32f8b9976b2562171827e9a5e53fb08052279be0751b0bdcb7bfbd7","1-73c6d6f356665f8495edf78095a863f13181ca513923d7fe7956c90cf072ea13","root.record.ProjectList.Project"
"Multifunction RF (MFRF)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","8-a8ea07c63533fd9f7564bb869a60c5d079778e68e86ef77b977efaeea7d53cb6","1-73c6d6f356665f8495edf78095a863f13181ca513923d7fe7956c90cf072ea13","root.record.ProjectList.Project"
"Video-rate Synthetic Aperture Radar (ViSAR)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","9-491b1ddaca06294e9c7578ebc43e18c31bb346e28850680fb2ba71758d7d1c47","1-73c6d6f356665f8495edf78095a863f13181ca513923d7fe7956c90cf072ea13","root.record.ProjectList.Project"
"Military Imaging and Surveillance Technology (MIST)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","10-d4887d08d4bc14b09ea5089a93483aadf604327e287d0c8fa77c9235fd3cd006","1-73c6d6f356665f8495edf78095a863f13181ca513923d7fe7956c90cf072ea13","root.record.ProjectList.Project"
"Behavioral Learning for Adaptive Electronic Warfare (BLADE)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","11-490e96fccafcb6d579525236b48a6994fc7eb73928170aa193b0ef79ceb64787","1-73c6d6f356665f8495edf78095a863f13181ca513923d7fe7956c90cf072ea13","root.record.ProjectList.Project"
"Insight","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","72b82fef7e447003ec941dbd3d04c71998989a5c23f0a943c05545ea78681545","0-fc939b22bddeb1ceaab1b607deb341504c78c2cab9d63c2b02868ab5690685cc","2-2853888e7c8905694b7bb92182a7e2ee24e6737b282a24ecf0f40028605b64b6","root.record.ProjectList.Project"
"Tactically Exploited Reconnaissance Node (TERN)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","9f73f2243842990de038ba53debf2d891b5f90a10dd0e1d1229ba035a5e6a933","0-5a8348765c9df3cb0093437ca00d28b42c03e54fef3bf7df3d9a0add3c54f8bf","0-2acbfaaddc9d726ebe3babbc97a6242d0e955579a413c8de7fe09b41b5cc67e9","root.record.ProjectList.Project"
"Collaborative Operations in Denied Environment (CODE)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","9f73f2243842990de038ba53debf2d891b5f90a10dd0e1d1229ba035a5e6a933","1-42232aae4d788964756477a1cb4c485642e2de77b06539dbee2fa966e367fd06","0-2acbfaaddc9d726ebe3babbc97a6242d0e955579a413c8de7fe09b41b5cc67e9","root.record.ProjectList.Project"
"Hypersonic Air-breathing Weapon Concept (HAWC)","2017-BASE_RDTE-2017-DARPA-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2017.xml","9f73f2243842990de038ba53debf2d891b5f90a10dd0e1d1229ba035a5e6a933","2-024baad9d22f7d14961337809662de8b9d74cb43544afa864b3db061d73161ff","0-2acbfaaddc9d726ebe3babbc97a6242d0e955579a413c8de7fe09b41b5cc67e9","root.record.ProjectList.Project"
