EventTitle_val,Schedule_Start_Quarter_val,Schedule_Start_Year_val,Schedule_End_Quarter_val,Schedule_End_Year_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"IET Development","1","2017","4","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","0-959a162e422ece17e0703881b00496a4ba2790edfd025e10263a293701bd428d","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Initiate development of software capability to ingest open source information and fusing with DCGS related sources","1","2017","4","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","1-fe5a2d31e46908d0d5b103ffbe0b87709cde3edf48f58520af32729660b79ac9","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Initiate development of Feature Extractor to assist automation of Tech ELINT screening","1","2017","4","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","2-a9c6972d9dae1c3587559b1e3071d85d3e267057c980b0f1014d70ed5dd3b430","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Initiate development and integration of space based systems modeling capabilities into IMOM planning tool","1","2017","4","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","3-07125fe816808276bde7705ae6eba47cdaf3a5f14932785abe404bec6579c2c1","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Initiate implementation of operational metadata capability for DCGS SIGINT collection systems","1","2017","4","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","4-404dec78a86d6e37a181569035dea93095a69dba050621433a07dcd9f5f4c352","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY17 IET User Evaluations","2","2017","2","2017","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","5-35c00d8aa768c1f3159156885cdfad059bc03c58f953c6136eccf2871d04e4c5","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY17 IET Prototype Releases","4","2017","4","2017","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","6-81ecb35334edc763de9859b2e62c9b7d0fe46a7e778300995a2caa52183b0fd3","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Complete Development of Capability for Quantitative Mission Assessment and Integrating Future ISR and Combat Mission Capabilities","1","2017","4","2017","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","7-bf1d182880eeacd6d5521df091793c9e84662fd8bbbf5fbf331814697588a8ed","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Complete development of Rivet Joint processing software to enable collecting current/future SIGINT metadata","1","2017","4","2017","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","8-7e94a867e4bd3733a855489c72ecca507f6ad2e595a710e161e327a69f1f82ae","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY18 IET User Evaluations","2","2018","2","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","9-671f04346092c1dd1c6b261c4934f5ed6e4828334bfaf024426bd65a9f916dd8","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY18 IET Prototype Releases","4","2018","4","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","10-8424bbef3602dd243d3fc43a34a83f28a88f77c0566df487183271a868d5a546","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Complete development of search and discovery either by visual pattern recognition/feature extraction or text-based using queries.","1","2018","4","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","11-17969e8255d432d93a9224830432fa0ed2cfae964f4b8d393d5513a8a190692e","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Complete development of software focused on the use of cognitive systems","1","2018","4","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","12-41b791114abf94790f51c7664c30caa7481fdd03e777fcf5851b82df69460d1f","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY19 IET User Evaluations","2","2019","2","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","13-55b0d8db9a213f25703b5daa1eaec9aaac9f5694f807667b34e182052640b423","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY20 IET Requirements Data Call","2","2019","2","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","14-801ce7ea79aaa990e4939da55ad15c57a6e125b4294162620902cbb92dd98d49","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY19 IET Prototype Releases","4","2019","4","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","15-7d3668241ca3f8658f91205e86b586b680ac18bb8513bb5699cb1dd8ba2c9e1b","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY20 IET User Evaluations","2","2020","2","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","16-4e6f98e6c2035542df8d346b2b501379bcb0a911233012bd42e3c882d94f5c7a","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY20 IET Prototype Releases","4","2020","4","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","17-636f944bd0509902635f728a2c4a832f0e1f56e19b777237769a2e6f2eecbf39","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY21 IET User Evaluations","2","2021","2","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","18-aec5ea54f914e6279bdae1c7081bb6a39a0dbafdb3a71b57e2fb11acf05d5b5b","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY21 IET Prototype Releases","4","2021","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","19-36e9291f23e3aa652263cd1d6ecce513e2f8e60cc2ff6de0b09b2d2f2ce7aa7d","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY22 IET Requirements Data Call","2","2022","2","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","20-ad547c4b62e0bd76349af2e4eb7149ee2c7c21bfb4fedb762f17c84eb93c52d8","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY22 IET User Evaluations","2","2022","2","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","21-d868ec5d0bf3038688dd762aa1e57ae4fd31481a37633e8eb4de1120cb81d3ea","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY22 IET Prototype Releases","4","2022","4","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","22-3bc592260febd6a0613722a5934023a64e4d02bef186265aaf43717da11a8151","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY23 IET Requirements Data Call","2","2023","2","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","23-acb1e35285a9acc1a9f14b58f1d67040e8932a152a15d12fc5762d827a5d88db","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY23 IET User Evaluations","2","2023","2","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","24-d9409ee8742cbafed57e0b10d6efd29b3b846d0dc57a84c3de5dd761748770f5","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY23 IET Prototype Releases","4","2023","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","25-6b74eb0af793cfe3cebadfbd0f13108e52334827bb7436eef9e3e5de9025b719","0-913d9882b53237843a19de4afbfb73b7ca771844b2c741c9227c34530d8a08ad","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"IAC Development","1","2017","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","0-d4786ebb721f368c5ff628dd0364da1f0a891bede5481d51771ebfbf7f2d74a2","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY17 IAC User Evaluations","2","2017","2","2017","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","1-7277b09de47b2e9fc30ec9669438e6824fee8ffff80e09da71d4f9f541661fcb","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY17 IAC Prototype Releases","4","2017","4","2017","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","2-d2685a7aa9424963e4681bdc5cca43428a5b5cfd3530ee8ae5de796bc57c4108","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY18 IAC User Evaluations","2","2018","2","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","3-043d07e92ab491bfef528d58262affbc2f3f1789ddde2d03a920f9ec5fb21f19","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY18 IAC Prototype Releases","4","2018","4","2018","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","4-8ab875b849a265f1f92442347aeddcedb534ceba2b9a46a0ee03978f77112db0","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY19 IAC User Evaluations","2","2019","2","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","5-1ebffbce5f177441238ba3ff2637d6b96ebf820afd29017df51c7a96588d8c8d","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY21 IAC Requirements Data Call","2","2020","2","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","6-d90a386f0ea7c0d089a3b2c0aa5b7d69f894b9920c77c251d5830b11b31eeb9d","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY19 IAC Prototype Releases","4","2019","4","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","7-4df00dbad78b260e6a2a86a8c631e5556a169da069b8d20c9678b8e3c8595014","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY20 IAC User Evaluations","2","2020","2","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","8-bcc6c17582e0f0328596d5d61aa18ba0b7a2e380945b07e9d9b09ac7ebcde567","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY20 IAC Prototype Releases","4","2020","4","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","9-12e7bceddf5d1ade1424f0af88c07b46065158beb2bbe72dfc6fd99bcb493b54","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY21 IAC User Evaluations","2","2021","2","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","10-56987e88b306b07c57ad993706e49d7d40d7d33d08f2674665076c8f7d1ffa3d","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY21 IAC Prototype Releases","4","2021","4","2021","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","11-6776f5878e939c4c527ac8799356fd779660214983898350904c33f1ec74bcfb","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY22 IAC Requirements Data Call","2","2022","2","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","12-702be26256e4a51453b26da1010702b8cb717226bf2e6818736a8a9c56bcd870","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY22 IAC User Evaluations","2","2022","2","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","13-f4d98ab2f90610086eb155b8d49559c23f393dacc0e8fbc1b758b0b03b5298c5","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY22 IAC Prototype Releases","4","2022","4","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","14-2ec09115771c75aede983a8d6ccfd111026fa7e1f7a0080133ac256740e8e358","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY23 IAC User Evaluations","2","2023","2","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","15-a320c6c9ba7d7c0c6b7e1b479ea20644a5e297fb6bb72a42c80ace0d6928983b","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"FY23 IAC Prototype Releases","4","2023","4","2023","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","9936d62a29dc73d8575fbba8ef21c9536f7f680b0a5f7177df76b2b96c0e36d3","16-a5be5b20e65c38eb956e8ca7934c6bf989c6fb496c5ce895f572fbcee7a3c8b1","0-bd2aa4655f0ffa456946c2161853518a5d17a6b8094808be00f9efac1b455fea","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Analysis of Alternatives","3","2018","4","2019","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","874c69e720e76eafcb6cc66e227843097a24cbe3e6ca26d4c74714c3248c97d6","0-2575985513c08ffd6b18a91edb27e09da4a66c5c00cbb480fa6c531b0f22c605","0-5e496efb925f7de0458aa532e0500ac69628fafd2dac2b46835b13a0ab2324c3","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Materiel Solution Analysis","3","2018","2","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","874c69e720e76eafcb6cc66e227843097a24cbe3e6ca26d4c74714c3248c97d6","1-80d42cfd25923e9ae00e944d7cfecd8c21e55ebd696c467b6ecf9fcd6d2f32da","0-5e496efb925f7de0458aa532e0500ac69628fafd2dac2b46835b13a0ab2324c3","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Milestone A","2","2020","2","2020","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","874c69e720e76eafcb6cc66e227843097a24cbe3e6ca26d4c74714c3248c97d6","2-58e904bae250123892dd95434abf85a91e21688f82033fe4737b05134542878f","0-5e496efb925f7de0458aa532e0500ac69628fafd2dac2b46835b13a0ab2324c3","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Technology Maturation Risk Reduction","3","2020","2","2022","2019-BASE_RDTE-2019-AIRFORCE_V2-U_RDTE_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2019.xml","874c69e720e76eafcb6cc66e227843097a24cbe3e6ca26d4c74714c3248c97d6","3-f5e118efad2ed772189586b74ad8c634a4a9418d1084d4a0431f76fa6a674800","0-5e496efb925f7de0458aa532e0500ac69628fafd2dac2b46835b13a0ab2324c3","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
