EventTitle_val,Schedule_Start_Quarter_val,Schedule_Start_Year_val,Schedule_End_Quarter_val,Schedule_End_Year_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Architecture Support","1","2018","4","2024","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","e179cc7b0f05c15126c98af5c14a171fa881ad780f9137161d21b311b579fcff","6-3ebc5765d594529a4df74627ed90a356dcc1188d03a5c2d18042dd9d338f04bc","0-b420b3a896015089f60d410d850bcf282f2d16c13bbdaabe950d694b0ba465df","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Field - Increment I Build 1","3","2019","4","2019","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","e179cc7b0f05c15126c98af5c14a171fa881ad780f9137161d21b311b579fcff","7-3453323147c41870316d171dcebd779662b477b85f21c0d589405efb93333525","0-b420b3a896015089f60d410d850bcf282f2d16c13bbdaabe950d694b0ba465df","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Testing - Increment I Build 2","1","2020","4","2020","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","e179cc7b0f05c15126c98af5c14a171fa881ad780f9137161d21b311b579fcff","8-fc0702d4730b72ad3d3a9e28987b62fa8d9a60962af713f5cd2a14e1bd393e73","0-b420b3a896015089f60d410d850bcf282f2d16c13bbdaabe950d694b0ba465df","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"ARMS 7.0 Increment II Build 1 Contract","1","2020","4","2020","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","e179cc7b0f05c15126c98af5c14a171fa881ad780f9137161d21b311b579fcff","9-8b6d15052eec2265b71f82ce80d642a1a24d5ff828243f6da60dc578ea25f729","0-b420b3a896015089f60d410d850bcf282f2d16c13bbdaabe950d694b0ba465df","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Development - Increment II Build 1 Start","1","2020","1","2020","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","e179cc7b0f05c15126c98af5c14a171fa881ad780f9137161d21b311b579fcff","10-dfc50cebe07c69d3aebb795e85f586d91c93386b5f82a8fed699ee8cc2b7d4d4","0-b420b3a896015089f60d410d850bcf282f2d16c13bbdaabe950d694b0ba465df","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Field - Increment I Build 2","4","2020","1","2021","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","e179cc7b0f05c15126c98af5c14a171fa881ad780f9137161d21b311b579fcff","11-99b3ce3c511803e2e311dd054201f72d72c75c968c7bd3e75beabed2bf420391","0-b420b3a896015089f60d410d850bcf282f2d16c13bbdaabe950d694b0ba465df","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Receive Grants","1","2018","2","2024","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","e68892e7d008391f18aa32c22b284b37fd27d99507ddbbaa175c8d30349e91b0","0-35246d387ff1e71cdfc74b3a360f9322b526fb0cce7902243282e6edc57fa99a","0-e3aaddc59e28cb2375f32163b9f6d0a609f2c36b07a04955930847b51cce211c","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Award Grants","3","2018","4","2024","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","e68892e7d008391f18aa32c22b284b37fd27d99507ddbbaa175c8d30349e91b0","1-f52c0d2dfa53efc9da7abf050351118f24e387dadc275febc8addb2f23b6e14f","0-e3aaddc59e28cb2375f32163b9f6d0a609f2c36b07a04955930847b51cce211c","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Common Distress Reporting System","1","2018","4","2024","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","96d831eb4b164855013b6dcaaa36875d0d80399df90237e94e34029eaecf115a","0-dab1e5d66b99bd9c2eef98b6646dbdb71fd83c957fc0e200806467aae1a0c13a","0-1e431b792a774354e8b1982b8d1d7b7f68964defa0b6647ce6bb27ddf3c3a2b0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Collaborative Personnel Recovery planning systems","1","2018","4","2024","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","96d831eb4b164855013b6dcaaa36875d0d80399df90237e94e34029eaecf115a","1-bef7a0b4e67ae22606f8f6c246c19b88f476b32b47ad508569c5ec4210d46ee9","0-1e431b792a774354e8b1982b8d1d7b7f68964defa0b6647ce6bb27ddf3c3a2b0","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Compensation program","1","2018","4","2024","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5c3cf52d3f71af908acb7176d2177bddbfd10c12529efdb914528f15bb561ac8","0-d90d52b6c9add3529294e63f07ec6772af697a1eff0d35a764e9faf31ff1918d","0-9d3bfe11761b562a56d95d4b51fcf1eb28d5f4a0e419bc6bd2a354749d76a045","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Info & Knowledge Management Re-design Analysis","1","2018","2","2018","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","7aa89c70968d641249cc5a738f27c3be024e411c1e3a31e6c426520831702bc7","0-6403a1dbefc32fefc1974c5b490b3e4907e10f4f7fd2d4f5db4a144657fbc976","0-f4c50e7130eed110282fce4d084fdd30190e326b52d1eccaede3bf3475085371","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Acquisition Planning, RFI, Contract Award","2","2018","3","2018","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","7aa89c70968d641249cc5a738f27c3be024e411c1e3a31e6c426520831702bc7","1-c9082d387328b84d7d28ba49419c7d2038fa8dd9176e4add780ddf12b3281351","0-f4c50e7130eed110282fce4d084fdd30190e326b52d1eccaede3bf3475085371","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Data Warehouse Re-design, Integration, Deployment","3","2018","4","2018","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","7aa89c70968d641249cc5a738f27c3be024e411c1e3a31e6c426520831702bc7","2-a0440654bb996bfdc5998281db31d0bc80f6346a31c64a611d3785a01ce14edf","0-f4c50e7130eed110282fce4d084fdd30190e326b52d1eccaede3bf3475085371","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"SOA Inc 3 Development/Fielding","1","2018","3","2019","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","7aa89c70968d641249cc5a738f27c3be024e411c1e3a31e6c426520831702bc7","0-52dfd5bc5b1f9d609c4d521c414c7813f177d24de82c4c59713b38711c7fc23d","0-a61ff8cd1587d3c13067d35f9dedecca803b308347702d5b59885e3ef84ab5b4","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"HR Applications Functionality Improvements","4","2018","4","2020","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","7aa89c70968d641249cc5a738f27c3be024e411c1e3a31e6c426520831702bc7","1-5de84c6911887ae1428249acd0f403421c7f49039670e10be9c6d55770f9cadb","0-a61ff8cd1587d3c13067d35f9dedecca803b308347702d5b59885e3ef84ab5b4","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"HRS Transition Analysis","1","2018","4","2019","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","7aa89c70968d641249cc5a738f27c3be024e411c1e3a31e6c426520831702bc7","2-0d5bba1224122dcb9d721858b62126abdb8452c683324ec035576238d6f47d1c","0-a61ff8cd1587d3c13067d35f9dedecca803b308347702d5b59885e3ef84ab5b4","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"HRS Transition Phase 1 Contract Award/Development/Testing/Fielding","4","2019","4","2021","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","7aa89c70968d641249cc5a738f27c3be024e411c1e3a31e6c426520831702bc7","3-7b52e8fdb30ac3af19d7f3f52ba18c218fce621c4e100742960d0ffc9f703ce2","0-a61ff8cd1587d3c13067d35f9dedecca803b308347702d5b59885e3ef84ab5b4","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"HRS Transition Phase 2 Contract Award/Development/Testing/Fielding","1","2021","4","2023","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","7aa89c70968d641249cc5a738f27c3be024e411c1e3a31e6c426520831702bc7","4-f14bb2ee9fe5ea8d47cff60212078823c74e32a346cd9dad8603e1ad492f2f45","0-a61ff8cd1587d3c13067d35f9dedecca803b308347702d5b59885e3ef84ab5b4","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"HRS Transition Phase 3 Contract Award/Development/Testing/Fielding","1","2023","4","2024","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","7aa89c70968d641249cc5a738f27c3be024e411c1e3a31e6c426520831702bc7","5-98ce3769204482ce3d2b29325777daf1397b03e0669bfba22b3d9c92768d3830","0-a61ff8cd1587d3c13067d35f9dedecca803b308347702d5b59885e3ef84ab5b4","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"SOA Inc 4 Development/Fielding","3","2019","4","2021","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","7aa89c70968d641249cc5a738f27c3be024e411c1e3a31e6c426520831702bc7","6-85708dfc3ad6d13fb0d67e9493aa9c95899ee4b3b29fcc2416f92099fa9951d4","0-a61ff8cd1587d3c13067d35f9dedecca803b308347702d5b59885e3ef84ab5b4","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Modeling & Simulation Development","1","2018","4","2024","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","923201cef8426d396aacdef4e57e684571cfd56c0d7164e11cc2a3cb576fd23a","0-797e458fa2793f5519d3fe51530fdb1c9772f8d344bc8a3b68c847fe5b04a030","0-ac010995961139a86bccb61ec4493fc37d7a1903c8c294db6e23b1fc680c0d91","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Milestone B","1","2018","1","2018","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","0-eddd55ce68d61c5e6f699cf9da0c2ca8164d36ae9e0db81f458e3f1d80b6f71c","0-de840fa11efc159719f8f4765f76b1c61ab9883603ffbc25ad1fdd1729c22eab","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Contract award for Software","1","2018","1","2018","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","1-c2e0b6d816e876549b5d593bec7270eac5bf7e1db3f5e4c857eccb891cd9062e","0-de840fa11efc159719f8f4765f76b1c61ab9883603ffbc25ad1fdd1729c22eab","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Contract award for System Integrator","1","2018","1","2018","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","2-403675f8418a63cd5a97b1db6d341079f4226640af6a93091eafa4145635dfb0","0-de840fa11efc159719f8f4765f76b1c61ab9883603ffbc25ad1fdd1729c22eab","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Develop/Modify Air Staff Application","1","2018","1","2020","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","3-1d6121f12806fedb97836a213185cfcc35a67bf713cb704432fd474b58993b74","0-de840fa11efc159719f8f4765f76b1c61ab9883603ffbc25ad1fdd1729c22eab","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Limited Deployment Decision #1 (begin Air Staff FY20 POM test)","2","2018","2","2018","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","4-82d2f525f4708190e38992f13e8b88aa977adf17928ffaea68b32169c39bd18a","0-de840fa11efc159719f8f4765f76b1c61ab9883603ffbc25ad1fdd1729c22eab","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Load of Legacy System Data","2","2018","1","2020","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","5-6436d78326c75a76a352dc173cdf2ba3e2caa319cf40da90266a739b0e88e93f","0-de840fa11efc159719f8f4765f76b1c61ab9883603ffbc25ad1fdd1729c22eab","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Develop/modify MAJCOM Application","3","2018","4","2019","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","6-4324da876d770595165aa4940381d7db9708806da6b52fcbe63ffb50c5b3de6a","0-de840fa11efc159719f8f4765f76b1c61ab9883603ffbc25ad1fdd1729c22eab","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Develop/modify Planning Application","4","2018","2","2019","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","7-16119dc79e68d479f4db4dd0890948a58f6b39a9374ebd9c0c6fa181cb91dc4e","0-de840fa11efc159719f8f4765f76b1c61ab9883603ffbc25ad1fdd1729c22eab","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Limited Deployment Decision #2 (release MAJCOM app)","1","2019","1","2019","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","8-71ba3da164bd8ede87eca780e89a719d81bcf89ad7e488487f6cbd957c74905d","0-de840fa11efc159719f8f4765f76b1c61ab9883603ffbc25ad1fdd1729c22eab","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Limited Deployment Decision #3 (release PBES data outside AF)","4","2019","4","2019","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","9-2e57cb28229982ef97964ed77299a98375a6f527850cac981a4365043845b6d9","0-de840fa11efc159719f8f4765f76b1c61ab9883603ffbc25ad1fdd1729c22eab","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Full Deployment Decision (fully deploy PBES & authorize legacy sys shutdown)","2","2020","2","2020","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","10-790e83277fac06d345f9bbfad5474e06a24d14b5f2f661b5892b85c58bbe1177","0-de840fa11efc159719f8f4765f76b1c61ab9883603ffbc25ad1fdd1729c22eab","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Sustainment of PBES","2","2020","2","2023","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","11-d09304423ab9f3390347f992d1e1b660f976f3e7c66b0eb35cbb3b023f2f7fab","0-de840fa11efc159719f8f4765f76b1c61ab9883603ffbc25ad1fdd1729c22eab","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Commodity Specific KBS Activities","1","2018","4","2024","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","0-a131acfe2d3cf53cd9cb677bef61368510f984c08bdc27cf324a42aaa9c3230d","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Populate Data Templates w/ Commodity Specific KBS findings (ongoing)","1","2018","4","2024","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","1-6d7501571ff3670ce541c118be9a6989b28b73cbbba3beeecf65d00e9691f80a","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Develop CERs/Estimating Tools/Models","1","2018","4","2024","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","2-b3cb7a7bc61629d280de3f40db406cd2a7a40f771d080399d8b21f2cd093e54b","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Data / CERs / Tools / Models Deliverables (Sep 2018)","4","2018","4","2018","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","3-97055ad3301eea7236416b5826a99079375ca4715d8c8236807cd8f3d35756a1","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Data / CERs / Tools / Models Deliverables (Feb 2019)","2","2019","2","2019","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","4-1ddc786bed0481ae52257248bc5157f20fd8b11e40170f143339adfb21708368","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Data / CERs / Tools / Models Deliverables (Sep 2019)","4","2019","4","2019","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","5-7d1be167dbaa199afcad90a6ba8cf3b3d350c9b785b565d28c2d9c7cc1aea2b8","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Data / CERs / Tools / Models Deliverables (Feb 2020)","2","2020","2","2020","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","6-b894e1e907761fb7ad902d6482b49f96acc895ca4a16615b4ffdf76d7add7065","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Data / CERs / Tools / Models Deliverables (Sep 2020)","4","2020","4","2020","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","7-e43160074c6dd2397d2ab8c4a0851b143bdc6b1086b601e871e3583de0d51dd7","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Data / CERs / Tools / Models Deliverables (Feb 2021)","2","2021","2","2021","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","8-e20960b530cb80595852962fb45105ddcd30f4b01aece415d1537cc93aa58c60","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Data / CERs / Tools / Models Deliverables (Sep 2021)","4","2021","4","2021","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","9-46babf0163ecc7eb61c65c19cbfc1ee598e5935cc75db4c1dee7a4303ec20659","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Data / CERs / Tools / Models Deliverables (Feb 2022)","2","2022","2","2022","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","10-01d3c654265b704e333d567e67c83713c122790861669d3d18e8619e9a29226c","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Data / CERs / Tools / Models Deliverables (Sep 2022)","4","2022","4","2022","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","11-980cfc2a61b3cc817139d6912d0a048f7acc52ea66b8e3d8fd311605a49e2044","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Data / CERs / Tools / Models Deliverables (Feb 2023)","2","2023","2","2023","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_MasterJustificationBook_Air_Force_PB_2020.xml","5921c38653610c00bfa1ca224bd64fd954b1125f04654179e1393387210c11e7","12-7bd404808c02a8b45e8dcdcf3b2395b9c3746c6d3bf27a4f8c6e790a9f567ca9","0-b297657d9e445c1593ff32923a7b69827cb26edb787679f39fc4e058321ff439","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
