Title_val,Funding_PriorYear_val,Funding_CurrentYear_val,Funding_BudgetYearOne_val,Funding_BudgetYearOneBase_val,Funding_BudgetYearOneOCO_val,Funding_TotalPreviousYears_val,Funding_CostToComplete_val,Funding_TotalCost_val,Funding_TargetValue_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Other Service Funding Adjustment","1442.252","1462.810","1625.295","1625.295","0.000","","","","","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f180a7e97c0a024af28a425d8ad3d0fd07abefaf09591c6dfd90ac9b03f29188","0-c98e4c1fdf5be2cc43936ddd018203f1c00de23ab2eb4a15b8b3981d508e2d35","0-1a6da4e5ece7b8dc9586cce30f405e0590b00562b3fdcd964c2fb088681cabc9","root.record.ProgramElement.ProjectList.Project"
"Other Service Funding Adjustment","1442.252","1462.810","1625.295","1625.295","0.000","","","","","2013-BASE_RDTE-2013-AIRFORCE_V2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","0d4897ecbec40c60f5e45814fc2754a9252569f41f2a09a97cf2f5fe0feb6c26","0-04b15f3a69526c0a5db4e643ef08f2ad28e79172a7fcfbeb420ecb2822cbe2b6","0-cd65d1245adf24f99bcd61f967c384d7029f8f2f198796f60bd22b6734c32dd6","root.record.ProgramElement.ProjectList.Project"
"0604800F","931.599","1387.926","1210.306","1210.306","0.000","","","","","2013-BASE_RDTE-2013-NAVY_BA5-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","0f1447ea9141dbbfcf8d9f0bf86264dcd034808ca01c9149c64cf5955e5d36a6","0-224c9be745e3c709c99f87cde3c311e95c91b48f88bf52ec6c37b27bbb7ca2bb","0-d8e9ff756eafe144c26c173969a3644b2f0593b1ca6f20a3412e837d66f21cb5","root.record.ProgramElement.ProjectList.Project"
"International","185.912","152.474","144.220","144.220","0.000","","","","","2013-BASE_RDTE-2013-NAVY_BA5-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","0f1447ea9141dbbfcf8d9f0bf86264dcd034808ca01c9149c64cf5955e5d36a6","1-88b6e99bbe063f8d640924798e539c3f0cfee9c59e44e4b04408373805316723","0-d8e9ff756eafe144c26c173969a3644b2f0593b1ca6f20a3412e837d66f21cb5","root.record.ProgramElement.ProjectList.Project"
"0604800N","615.706","631.836","724.392","724.392","0.000","","","","","2013-BASE_RDTE-2013-NAVY_BA5-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","0f1447ea9141dbbfcf8d9f0bf86264dcd034808ca01c9149c64cf5955e5d36a6","2-d6dd44539c2163912198f03571c026cdf88031eeb25770f6250116b4fb5220a0","0-d8e9ff756eafe144c26c173969a3644b2f0593b1ca6f20a3412e837d66f21cb5","root.record.ProgramElement.ProjectList.Project"
"0604800F","931.599","1387.926","1210.306","1210.306","0.000","","","","","2013-BASE_RDTE-2013-NAVY_BA5-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","370dbeba91cf69198966dfa0753b5b961081ec25192ddc9345326df6ca0b37e4","0-5dd08517a558e5efb356299c690e9c263bbb6c92506aa1debe1d5b538ad7ba1a","0-b9ddbf1b1f12f78b04769a50e143bed600bfce2b7bccc9cb5199ef153a90c841","root.record.ProgramElement.ProjectList.Project"
"0604800M","602.142","651.786","737.149","737.149","0.000","","","","","2013-BASE_RDTE-2013-NAVY_BA5-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","370dbeba91cf69198966dfa0753b5b961081ec25192ddc9345326df6ca0b37e4","1-a7717b340e3587ed7cc6139acd8b3e057454c5ea84a157d0040bf73255e491b8","0-b9ddbf1b1f12f78b04769a50e143bed600bfce2b7bccc9cb5199ef153a90c841","root.record.ProgramElement.ProjectList.Project"
"International","185.912","152.474","144.220","144.220","0.000","","","","","2013-BASE_RDTE-2013-NAVY_BA5-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","370dbeba91cf69198966dfa0753b5b961081ec25192ddc9345326df6ca0b37e4","2-6d39f969bdee0e7c43898f8ae94e8529ddfaa51d9cd43b1c5167c0a3918c1308","0-b9ddbf1b1f12f78b04769a50e143bed600bfce2b7bccc9cb5199ef153a90c841","root.record.ProgramElement.ProjectList.Project"
"0604800F","931.599","1387.926","1210.306","1210.306","0.000","","","","","2013-BASE_RDTE-2013-NAVY_BA5-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","74d9d57cc8ff46f47d3337d03e259c0f864a5341acbea723020da2fc8fe1294b","0-562fe030920e39c7739b194deea678a4797d54f09143bc9a6b9dc26548c2e25e","0-4c4fc0cc5afd0297d6ed174ff421fef45470554c3a07f183bca76fed179d59bd","root.record.ProgramElement.ProjectList.Project"
"International","185.912","152.474","144.220","144.220","0.000","","","","","2013-BASE_RDTE-2013-NAVY_BA5-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","74d9d57cc8ff46f47d3337d03e259c0f864a5341acbea723020da2fc8fe1294b","1-2f1f09e80bd9cb268806c11419e461558191856551dbb3f951795432fa7f2e05","0-4c4fc0cc5afd0297d6ed174ff421fef45470554c3a07f183bca76fed179d59bd","root.record.ProgramElement.ProjectList.Project"
"0604800N","615.706","631.836","724.392","724.392","0.000","","","","","2013-BASE_RDTE-2013-NAVY_BA5-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","74d9d57cc8ff46f47d3337d03e259c0f864a5341acbea723020da2fc8fe1294b","2-924192ad15fac66a3ce4fc609f1afcaa1ed4eab3d39012cb5e0b3d36e4e40b74","0-4c4fc0cc5afd0297d6ed174ff421fef45470554c3a07f183bca76fed179d59bd","root.record.ProgramElement.ProjectList.Project"
"0604800F","931.599","1387.926","1210.306","1210.306","0.000","","","","","2013-BASE_RDTE-2013-NAVY_BA5-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","e2ff66f9b727c07b0b5b510c64f6a5420ba3188907c7787aece9c2aaf5ab0318","0-d1980159dc2eabe81a2a6bcab5e419db447dab610f8948022b756eff0d026cd7","0-0ec137598bfd7df950d8249c6653c3d1839ed1676b7e2a5c5dec31b9cc0547ec","root.record.ProgramElement.ProjectList.Project"
"0604800M","602.142","651.786","737.149","737.149","0.000","","","","","2013-BASE_RDTE-2013-NAVY_BA5-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","e2ff66f9b727c07b0b5b510c64f6a5420ba3188907c7787aece9c2aaf5ab0318","1-1abb85f020000a595eadd8f83298270d6b3dd6a4bd472d46db672e1fbf21b93b","0-0ec137598bfd7df950d8249c6653c3d1839ed1676b7e2a5c5dec31b9cc0547ec","root.record.ProgramElement.ProjectList.Project"
"International","185.912","152.474","144.220","144.220","0.000","","","","","2013-BASE_RDTE-2013-NAVY_BA5-MasterJustificationBook_Navy_PB_2013.zzz_unzipped-MasterJustificationBook_Navy_PB_2013.xml","e2ff66f9b727c07b0b5b510c64f6a5420ba3188907c7787aece9c2aaf5ab0318","2-2e77edb1fb780d5832691a827b604ea80db47c6939c41de22f49276739d27ba6","0-0ec137598bfd7df950d8249c6653c3d1839ed1676b7e2a5c5dec31b9cc0547ec","root.record.ProgramElement.ProjectList.Project"
"Other Service Funding Adjustment","1369.357","1610.887","994.987","994.987","","22124.599","2635.387","28735.217","","2014-BASE_RDTE-2014-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","58e1ad014870108f92bfd239033a9b6f93bef0b74ad77ee1ff226f5ec9a11490","0-1e90a0091595f26cb984ff34bd5a87738efc711807be8c62ea86f4eddd761b27","0-e71dfa9e6c487c484caa467fd9eca827e9c13dc6fdad603abe8603edf2acf999","root.record.ProgramElement.ProjectList.Project"
"Other Service Funding Adjustment","","","29.896","29.896","","","59.990","89.886","","2014-BASE_RDTE-2014-AIRFORCE_V2-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","58e1ad014870108f92bfd239033a9b6f93bef0b74ad77ee1ff226f5ec9a11490","0-401f2ff6f22337ce8dd960343c05b859d96d05bd1106b52034a344ba8f9e005d","1-a4f3274092bee5c472aee113cb88eb928a4a20d32cb1f46220a7f478947a320d","root.record.ProgramElement.ProjectList.Project"
"Other Service Program Funding Adjustment","","8.717","26.346","26.346","","","","35.063","","2014-BASE_RDTE-2014-AIRFORCE_V3A-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","9f5e2c21e60fe222e82243a974cae56268c6b1afdf9860026688519aaa3782d4","0-a8d089f04a94c5d1cb8df98a546367dd6d05b53e5dc49b260343cd16d0ae4288","0-59e81ac2ce6edbf0cab9c5a434e14f290afb0ae988bb71bed8f7c78173a3ff86","root.record.ProgramElement.ProjectList.Project"
"Other Service Funding Adjustment","1369.357","1610.887","994.987","994.987","","22124.599","2635.387","28735.217","","2014-BASE_RDTE-2014-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","b14a3483b3c5aed5bcd644206619f24bf9bcafe11f8adc6de721b52c27c7d2c9","0-bf7bccfcec50735a0ddf39703ee4e873a3857480e358fd7d033f6652ca3cded9","0-d4c7563be1a5fe8c15d8ab52c1c406fbf6cc5a0deb8e85593041caa42fed29b1","root.record.ProgramElement.ProjectList.Project"
"Other Service Funding Adjustment","","","29.896","29.896","","","59.990","89.886","","2014-BASE_RDTE-2014-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","b14a3483b3c5aed5bcd644206619f24bf9bcafe11f8adc6de721b52c27c7d2c9","0-46cceaad499f406b22ba969aa150d60c95a67ae0164d8fdcd7f1b52e0635ee1d","1-bd6aa78ee1d1fbe80140c641498b1e68c13db835ed3b02b89dd4e86d6ecc51e2","root.record.ProgramElement.ProjectList.Project"
"Other Service Funding Adjustment","1369.357","1610.887","994.987","994.987","","22124.599","2635.387","28735.217","","2014-BASE_RDTE-2014-AIRFORCE_V2-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","594e224b2e4fb0d486dd0598f9134bf3a5d7b9fb35336dc6fcee1daedb11b975","0-94ee5173d67323eb2daec1f8907f95791a53d71b00196a5dfb11c21f5377d0da","0-03b731b430e81b101f38e2ff6a4ccda079b68ef2781153c36936a9823b2d90e7","root.record.ProgramElement.ProjectList.Project"
"Other Service Funding Adjustment","","","29.896","29.896","","","59.990","89.886","","2014-BASE_RDTE-2014-AIRFORCE_V2-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","594e224b2e4fb0d486dd0598f9134bf3a5d7b9fb35336dc6fcee1daedb11b975","0-bf4b32b57165fa654bce7229910891435df1c3320997f8ec664166291746fa67","1-7ffccf1f46fc754ebcf4789204975d9cb15d58b74ef3e6cc71f215f75d4bc30a","root.record.ProgramElement.ProjectList.Project"
"Other Service Funding Adjustment","1369.357","1610.887","994.987","994.987","","22124.599","2635.387","28735.217","","2014-BASE_RDTE-2014-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","89ac31fd9e1b4b5791086a66bbdc40576beedc0af18c43dcb6fa83dfe01c3bee","0-1c8796cd239ec39d7988765b93d426be60de71ffeaf6d6896cd7429a6ee55610","0-b15a9d1559c4d36751e3a816d03c96d77d6cb45c518b7093c2f87fb9fcabec59","root.record.ProgramElement.ProjectList.Project"
"Other Service Funding Adjustment","","","29.896","29.896","","","59.990","89.886","","2014-BASE_RDTE-2014-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","89ac31fd9e1b4b5791086a66bbdc40576beedc0af18c43dcb6fa83dfe01c3bee","0-1b10477d4da1a42619c38ce0b69ef6d4b240d5b23886f2dfdd48b539ea624b24","1-997129630ccb43c6a8f657454c1949bc0aaf5fd651d5ebda8c9f3cfac6a8960e","root.record.ProgramElement.ProjectList.Project"
"Other Service Program Funding Adjustment","","8.717","26.346","26.346","","","","35.063","","2014-BASE_RDTE-2014-AIRFORCE_V3A-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","efaf7065c65fec74f79d33a29c28573b21fd00ab432ae2cb785b65640ca81fec","0-b8517f949e1ccf419217c2bc4797b244cc611d47eb6a00cceda86b464df07185","0-0216f644cc0d067e312e3b30c43001e3be7578abf5e930abffa1841f0e59a1a0","root.record.ProgramElement.ProjectList.Project"
"Other Service Program Funding Adjustment","","8.717","26.346","26.346","","","","35.063","","2014-BASE_RDTE-2014-AIRFORCE_V2-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","0403c4569342b16f8768270407fd9331741d869a50cf5e21a42866e62f595154","0-d66148f0059a8c9978c188a17c8a0bc3755f521a93dfced8ce8e15cf8d95b1d9","0-dcf7aaeecfbff1506c309a0cd26d62cb4045196048e3d4fad2d266ff8cbe47c3","root.record.ProgramElement.ProjectList.Project"
"Other Service Program Funding Adjustment","","8.717","26.346","26.346","","","","35.063","","2014-BASE_RDTE-2014-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","48aaa91967775adb4309ca8eeb0646836b5508a899928091b69d54775ac7ee9b","0-41297949e2cb9c624036ca9d2b38cb1f31cfa7404d829ecf3877fb432bee218e","0-28328034fe35273af8b1119aeae3fa511f24073662404a0abde4adf39f217c37","root.record.ProgramElement.ProjectList.Project"
"RDT&E, AF/ 0604800F","1366.147","1192.506","782.335","782.335","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","62e0b01ffb7e957206bc98a832246d49822f52366fdaecbb20de80d80b3648d7","0-4c808b9f3adcc547b6bf0f4328368f1d3927fc03d3e78cd22c0c851590c92c1c","0-f4b78fa28d679538cc6de1521535ec061499473d15060d7eeed521d6b8d40d71","root.record.ProgramElement.ProjectList.Project"
"International Partner (SDD)","145.664","149.346","4.411","4.411","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","62e0b01ffb7e957206bc98a832246d49822f52366fdaecbb20de80d80b3648d7","1-31eb472384a62b56c5e648f3ee3be36314319bc8ba4550a9ca9dd962361139c1","0-f4b78fa28d679538cc6de1521535ec061499473d15060d7eeed521d6b8d40d71","root.record.ProgramElement.ProjectList.Project"
"RDT&E,N (Navy)/0604800N/2261","605.998","724.392","507.753","507.753","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","62e0b01ffb7e957206bc98a832246d49822f52366fdaecbb20de80d80b3648d7","2-ce29fbad78a95add157ee62e3f4c661e3bcdf70cefbc5fafc285681353f3428c","0-f4b78fa28d679538cc6de1521535ec061499473d15060d7eeed521d6b8d40d71","root.record.ProgramElement.ProjectList.Project"
"RDT&E,N (Navy) 0604800N/3352","0.000","0.000","14.992","14.992","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","62e0b01ffb7e957206bc98a832246d49822f52366fdaecbb20de80d80b3648d7","0-fda37acf59feb78b7b627f22bfb7190541a41f5c05916d7ce17ac5b15ca0ad7c","1-12b9c03621a3a8aed8886968f04aa4f30d611a5cd3a8566599b55525227e5920","root.record.ProgramElement.ProjectList.Project"
"RDT&E,AF 0604800F/653832","0.000","17.800","34.000","34.000","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","62e0b01ffb7e957206bc98a832246d49822f52366fdaecbb20de80d80b3648d7","1-e39844c16713c0e077b8f76093d2feea3dc17722745481f91cd5f02a931579db","1-12b9c03621a3a8aed8886968f04aa4f30d611a5cd3a8566599b55525227e5920","root.record.ProgramElement.ProjectList.Project"
"RDT&E,N (Navy) 0604800N/3353","0.000","0.000","11.442","11.442","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","62e0b01ffb7e957206bc98a832246d49822f52366fdaecbb20de80d80b3648d7","0-e3ecb953cfcd2071f64fe1448c7d73c6e9938fca9ef5d522fe6f3f13847f8d7b","2-4fb3f34899a438a8c0a57e7ad6a013d6cd23f76f1065ba6be6bbe57906317b28","root.record.ProgramElement.ProjectList.Project"
"RDT&E,AF 0207142F/675346","0.000","8.117","23.000","23.000","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","62e0b01ffb7e957206bc98a832246d49822f52366fdaecbb20de80d80b3648d7","1-e5c9af028f59cc3cf29a2305fdebdec0f75c768639186144039b744b3e2fe7ec","2-4fb3f34899a438a8c0a57e7ad6a013d6cd23f76f1065ba6be6bbe57906317b28","root.record.ProgramElement.ProjectList.Project"
"RDT&E,AF 0207142F/676011","9.682","0.000","10.000","10.000","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","62e0b01ffb7e957206bc98a832246d49822f52366fdaecbb20de80d80b3648d7","2-5e597673c0e38b1cf49ac6f563485edf174b05945d7db2f7142a4b704bb80e07","2-4fb3f34899a438a8c0a57e7ad6a013d6cd23f76f1065ba6be6bbe57906317b28","root.record.ProgramElement.ProjectList.Project"
"RDT&E,N (USMC) 0604800M/2262","","4.358","","","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","62e0b01ffb7e957206bc98a832246d49822f52366fdaecbb20de80d80b3648d7","3-a533f3d0a5380a670491c1b44a8757b01cf443591dd5b958f5baf2411caab9c1","2-4fb3f34899a438a8c0a57e7ad6a013d6cd23f76f1065ba6be6bbe57906317b28","root.record.ProgramElement.ProjectList.Project"
"RDT&E,N (USN) 0604800N/2261","","4.359","","","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","62e0b01ffb7e957206bc98a832246d49822f52366fdaecbb20de80d80b3648d7","4-eee95509ff8d7bf96a4325328331c726d776ecfcbd7f125f2666066f39245c39","2-4fb3f34899a438a8c0a57e7ad6a013d6cd23f76f1065ba6be6bbe57906317b28","root.record.ProgramElement.ProjectList.Project"
"RDT&E,AF 0604800F","1366.147","1192.506","782.335","782.335","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","9bed30f3ffdbaa3d7b6b5713cc54443a407198db6f9a7da9b9dceebf3ea9b3a5","0-9e0c4f30e6f95366bbff4bb728c682ffb28626f370378171d4bf5b37922b764f","0-6bb88b3b8b92b8645edc8314ab640f4a28e11bbcdb9a8f5183b3cd27259d1307","root.record.ProgramElement.ProjectList.Project"
"International Partner (SDD)","145.664","149.346","4.411","4.411","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","9bed30f3ffdbaa3d7b6b5713cc54443a407198db6f9a7da9b9dceebf3ea9b3a5","1-ac7a18618a75726b84cdc820b29e41dbb8809bd73e418422fbb5a79244b42411","0-6bb88b3b8b92b8645edc8314ab640f4a28e11bbcdb9a8f5183b3cd27259d1307","root.record.ProgramElement.ProjectList.Project"
"RDT&E,N (USMC) 0604800M/2262","617.695","737.149","482.823","482.823","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","9bed30f3ffdbaa3d7b6b5713cc54443a407198db6f9a7da9b9dceebf3ea9b3a5","2-fd9d555edc3cf1e242b485cf87a667fb825cf737d11c3ad88d53552e0aad8145","0-6bb88b3b8b92b8645edc8314ab640f4a28e11bbcdb9a8f5183b3cd27259d1307","root.record.ProgramElement.ProjectList.Project"
"RDT&E,N (USMC) 0604800M/3350","0.000","0.000","14.904","14.904","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","9bed30f3ffdbaa3d7b6b5713cc54443a407198db6f9a7da9b9dceebf3ea9b3a5","0-c8cdeeed89e7785fd4f28d43bd3d188ed31672ba62dd3d8b70103f19e1cce21a","2-fd619d376080c55edf5b4bb7e65b5b9e3a4f8234da3c728e1930e7b35ba95969","root.record.ProgramElement.ProjectList.Project"
"RDT&E,AF 0604800F/653832","0.000","17.800","34.000","34.000","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","9bed30f3ffdbaa3d7b6b5713cc54443a407198db6f9a7da9b9dceebf3ea9b3a5","1-9891e5414bfcc967a5fa4afec523be55e30147af8958e44fff2ec646b10b0fe1","2-fd619d376080c55edf5b4bb7e65b5b9e3a4f8234da3c728e1930e7b35ba95969","root.record.ProgramElement.ProjectList.Project"
"RDT&E,AF 0207142F (FOD)","0.000","8.117","23.000","23.000","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","9bed30f3ffdbaa3d7b6b5713cc54443a407198db6f9a7da9b9dceebf3ea9b3a5","0-7678fcc7487f6e24e88e18e2a918f67e34ae179aadf03d45d64bb547b418b29b","3-b133801b5ab41916fb360bd0a316bfd5cc3152e03cf86bc314ff94f6d41e48cb","root.record.ProgramElement.ProjectList.Project"
"RDT&E,N (USMC) 0604800M/3351","0.000","0.000","14.904","14.904","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","9bed30f3ffdbaa3d7b6b5713cc54443a407198db6f9a7da9b9dceebf3ea9b3a5","1-798640f3be194fd67caf2b4fd0d39098303f26243826d72ff91415c2384e4e58","3-b133801b5ab41916fb360bd0a316bfd5cc3152e03cf86bc314ff94f6d41e48cb","root.record.ProgramElement.ProjectList.Project"
"RDT&E,AF 0207142F (DCA)","9.682","0.000","10.000","10.000","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","9bed30f3ffdbaa3d7b6b5713cc54443a407198db6f9a7da9b9dceebf3ea9b3a5","2-71e18d27e3384b6c560e1c2ae9676b5f3978dc291af8b1a8edf7d886c4581de8","3-b133801b5ab41916fb360bd0a316bfd5cc3152e03cf86bc314ff94f6d41e48cb","root.record.ProgramElement.ProjectList.Project"
"RDT&E,N (USMC) 0604800M/2262","","4.358","","","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","9bed30f3ffdbaa3d7b6b5713cc54443a407198db6f9a7da9b9dceebf3ea9b3a5","3-4eccc6532094002f4be129d5bd32ad1125e124d5a932eff56d2a7215175fedc8","3-b133801b5ab41916fb360bd0a316bfd5cc3152e03cf86bc314ff94f6d41e48cb","root.record.ProgramElement.ProjectList.Project"
"RDT&E,N (USN) 0604800N/2261","","4.359","","","","","","","","2014-BASE_RDTE-2014-NAVY_BA5-RDTE_JustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2014.xml","9bed30f3ffdbaa3d7b6b5713cc54443a407198db6f9a7da9b9dceebf3ea9b3a5","4-f59c7d01ed9ddc841757011dc3784755ceead6b6eae065509e540f82ea8dae58","3-b133801b5ab41916fb360bd0a316bfd5cc3152e03cf86bc314ff94f6d41e48cb","root.record.ProgramElement.ProjectList.Project"
"RDT&E, AF/ 0604800F","1366.147","1192.506","782.335","782.335","","","","","","2014-BASE_RDTE-2014-NAVY_BA7-RDTE_MasterJustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2014.xml","41bf768c343a17b46656959fa3cd17b4bd542296c4745b8f16d8255af7c04b6f","0-f4f2f3d061509e674a57cd1969ca18792ac476760cc40f9fb3ea9d9d31f282b1","0-d83204c76cc237022e8cdf0c79fa19f84d9f3630a845ce8a3f8074643b4e095f","root.record.ProgramElement.ProjectList.Project"
"International Partner (SDD)","145.664","149.346","4.411","4.411","","","","","","2014-BASE_RDTE-2014-NAVY_BA7-RDTE_MasterJustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2014.xml","41bf768c343a17b46656959fa3cd17b4bd542296c4745b8f16d8255af7c04b6f","1-20bbbe168debeec44ca813bd058f8f2601870c843368aaccc0598d5726ded390","0-d83204c76cc237022e8cdf0c79fa19f84d9f3630a845ce8a3f8074643b4e095f","root.record.ProgramElement.ProjectList.Project"
"RDT&E,N (Navy)/0604800N/2261","605.998","724.392","507.753","507.753","","","","","","2014-BASE_RDTE-2014-NAVY_BA7-RDTE_MasterJustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2014.xml","41bf768c343a17b46656959fa3cd17b4bd542296c4745b8f16d8255af7c04b6f","2-9f8d8a5763160e468c6517cdb6a270d38cdaab1fa2a607912ff3ba4f28884662","0-d83204c76cc237022e8cdf0c79fa19f84d9f3630a845ce8a3f8074643b4e095f","root.record.ProgramElement.ProjectList.Project"
"RDT&E,N (Navy) 0604800N/3352","0.000","0.000","14.992","14.992","","","","","","2014-BASE_RDTE-2014-NAVY_BA7-RDTE_MasterJustificationBook_Navy_PB_2014.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2014.xml","41bf768c343a17b46656959fa3cd17b4bd542296c4745b8f16d8255af7c04b6f","0-498845edc6f59567765a729d39c2bc7fb9f071c80304ddc87208ba12d3d725c2","1-9078a1c0c9070ffa4cc744c46f5bafb1ad84b2d8b27bd21f0e1d79e093234d19","root.record.ProgramElement.ProjectList.Project"
