Title_val,Funding_PriorYear_val,Funding_CurrentYear_val,Funding_BudgetYearOne_val,Funding_BudgetYearOneBase_val,Funding_BudgetYearOneOCO_val,Funding_TotalPreviousYears_val,Funding_CostToComplete_val,Funding_TotalCost_val,Funding_TargetValue_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Joint Strike Fighter 0804800N","1.500","","","","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","746e85a92c7847e4b8540d49b742e2a1b8fee8dd505895ff6bb407e490dc02e7","0-ec462d75b403b95314943d46d4a5922da4ac281cdbe194bf9edff179135998e7","2-8b3f51ab9e734e0602af7651970b8ce72e9d2c3b352fca0a0dfee820f176e268","root.record.ProgramElement.ProjectList.Project"
"Joint Strike Fighter 0604800F","600.360","535.296","517.980","517.980","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","da42b982d3b8dd126cae7821c8d70ac72d47614398b4e5c4f41715a8fd955ba1","0-72eb96df790001aa6396d4438e62a64889c76faf8fbf60eda8af274054313433","0-9055a4e80e0db0275ec34fd7d7e45f08cac1eeb265c81654e8200ec75b145c77","root.record.ProgramElement.ProjectList.Project"
"Joint Strike Fighter 0604800M","394.248","487.068","505.949","505.949","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","da42b982d3b8dd126cae7821c8d70ac72d47614398b4e5c4f41715a8fd955ba1","1-79db9148ba3611eba4ac7b5ac6333f189a5229066131c0e1958b4c884677ee1a","0-9055a4e80e0db0275ec34fd7d7e45f08cac1eeb265c81654e8200ec75b145c77","root.record.ProgramElement.ProjectList.Project"
"International Partner","10.311","15.000","17.000","17.000","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","da42b982d3b8dd126cae7821c8d70ac72d47614398b4e5c4f41715a8fd955ba1","2-e90f0514119f26db53a012a8f426596cf8e59c864996d7d8e3e0f49da91cdfd3","0-9055a4e80e0db0275ec34fd7d7e45f08cac1eeb265c81654e8200ec75b145c77","root.record.ProgramElement.ProjectList.Project"
"Joint Strike Fighter 0604800F","16.200","32.593","71.461","71.461","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","da42b982d3b8dd126cae7821c8d70ac72d47614398b4e5c4f41715a8fd955ba1","0-d132c09fcc9b7a19ee8fa8ee722323c33579acd33731b48b2049e9f061194c38","1-abb1cd94a3556ba97e68a2f9e688b5262427f44aa06da7b042be395469714890","root.record.ProgramElement.ProjectList.Project"
"Joint Strike Fighter 0604800M","14.332","11.980","31.952","31.952","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","da42b982d3b8dd126cae7821c8d70ac72d47614398b4e5c4f41715a8fd955ba1","1-5852991fd716aef9420c9948711436f62ac9b102170e1fa10c3d5f20fff8a43e","1-abb1cd94a3556ba97e68a2f9e688b5262427f44aa06da7b042be395469714890","root.record.ProgramElement.ProjectList.Project"
"Joint Strike Fighter 0604800M","1.500","","","","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","da42b982d3b8dd126cae7821c8d70ac72d47614398b4e5c4f41715a8fd955ba1","0-eafd8a7b1fe0edf089dfb81f6ea0f17fb861c57d05f12934da6798d6e921b0c6","2-2acf581e6ac3f5b031914db8634654278266eed4e0b1c99310cc1832f60898fb","root.record.ProgramElement.ProjectList.Project"
"0207142F JSF FOLLOW ON DEVELOPMENT","3.000","24.477","110.428","110.428","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","4e3f418878f73b1e0df08ac39c8c9cf3dc160ac4f2b6ef1ae4534717fd70e772","0-7308a478c2f87dfbd3279dc39bb49bf13cc7075993b35d08fadd430cfd85eeef","0-a39be84909653b98cd915ffb40249728ea4cd620fa3afe9259daaf96b2c37094","root.record.ProgramElement.ProjectList.Project"
"0604810N JSF FOLLOW ON DEVELOPMENT","","10.622","47.579","47.579","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","4e3f418878f73b1e0df08ac39c8c9cf3dc160ac4f2b6ef1ae4534717fd70e772","1-96fa7c3e3249b9c2f02fd79d0c84dcf1d9510acfb13428394ad33639cfb6e3c4","0-a39be84909653b98cd915ffb40249728ea4cd620fa3afe9259daaf96b2c37094","root.record.ProgramElement.ProjectList.Project"
"International FoD","","10.200","44.500","44.500","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","4e3f418878f73b1e0df08ac39c8c9cf3dc160ac4f2b6ef1ae4534717fd70e772","2-a86eae70d48d35d93a446d66afbc9afedfa1e7951bf10df2d5708c3f0cd969fc","0-a39be84909653b98cd915ffb40249728ea4cd620fa3afe9259daaf96b2c37094","root.record.ProgramElement.ProjectList.Project"
"C261 JSF Block 4 Congressional Add","1.500","","","","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","4e3f418878f73b1e0df08ac39c8c9cf3dc160ac4f2b6ef1ae4534717fd70e772","3-f9e7dee69362e0d41528e0638a20f48282452029fd487dd4477dfd378a9286d1","0-a39be84909653b98cd915ffb40249728ea4cd620fa3afe9259daaf96b2c37094","root.record.ProgramElement.ProjectList.Project"
"C260 JSF Block 4 Congressional Add","1.500","","","","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","4e3f418878f73b1e0df08ac39c8c9cf3dc160ac4f2b6ef1ae4534717fd70e772","4-7d7462a39f2b701e42086f62da3b1f9ee48cee0988e33b215910bfe929f7cf68","0-a39be84909653b98cd915ffb40249728ea4cd620fa3afe9259daaf96b2c37094","root.record.ProgramElement.ProjectList.Project"
"0207142F JSF FOLLOW ON DEVELOPMENT","3.000","24.477","110.428","110.428","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","ecd5b4335c3227eda0eb7461f69ccb783a83923e9ee6b531381a3cc72a7a8344","0-7ea2e76a431c4c1c15bbb9285f79940afb327a5b0d55f2723b88d3b465093c93","0-ea4eeff2bb1e0d099fbec84a6ed2de45ecc293773c4c22e6ba39ab6dd17f2a89","root.record.ProgramElement.ProjectList.Project"
"0604810M JSF FOLLOW ON DEVELOPMENT","","10.399","59.265","59.265","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","ecd5b4335c3227eda0eb7461f69ccb783a83923e9ee6b531381a3cc72a7a8344","1-e06e01b9edb9cece925756603c8b7c5cf1e1378c944dda45e87d11c2e4f20985","0-ea4eeff2bb1e0d099fbec84a6ed2de45ecc293773c4c22e6ba39ab6dd17f2a89","root.record.ProgramElement.ProjectList.Project"
"International FoD","","10.200","44.500","44.500","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","ecd5b4335c3227eda0eb7461f69ccb783a83923e9ee6b531381a3cc72a7a8344","2-d94e06276ba00a9987538cb8b0190784ca05559ad3b8a7e7575f2756620e7c09","0-ea4eeff2bb1e0d099fbec84a6ed2de45ecc293773c4c22e6ba39ab6dd17f2a89","root.record.ProgramElement.ProjectList.Project"
"C261 JSF Block 4 Congressional Add","1.500","","","","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","ecd5b4335c3227eda0eb7461f69ccb783a83923e9ee6b531381a3cc72a7a8344","3-ebb4bd3b28166a8858bc56704fc762bd79e3b92050da57aad66d684ec9c57cc1","0-ea4eeff2bb1e0d099fbec84a6ed2de45ecc293773c4c22e6ba39ab6dd17f2a89","root.record.ProgramElement.ProjectList.Project"
"C260 JSF Block 4 Congressional Add","1.500","","","","","","","","","2016-BASE_RDTE-2016-NAVY_BA4-RDTE_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-RDTE_MasterJustificationBook_Navy_PB_2016.xml","ecd5b4335c3227eda0eb7461f69ccb783a83923e9ee6b531381a3cc72a7a8344","4-3355f06e69155a54f3d78c705bbd8840edb17faad67b2ed145cbf549d1011860","0-ea4eeff2bb1e0d099fbec84a6ed2de45ecc293773c4c22e6ba39ab6dd17f2a89","root.record.ProgramElement.ProjectList.Project"
