LineItem_val,Title_val,Funding_PriorYear_val,Funding_CurrentYear_val,Funding_BudgetYearOne_val,Funding_BudgetYearOneBase_val,Funding_BudgetYearOneOCO_val,Funding_BudgetYearTwo_val,Funding_BudgetYearThree_val,Funding_BudgetYearFour_val,Funding_BudgetYearFive_val,Funding_CostToComplete_val,Funding_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"PE 0207130F, Aircraft Support Eq...","PE 0207130F, Aircraft Support Equipment (O&I) (F-15A/B/C/D Squadrons, APAF) [BP 12]","2.983","1.545","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3f3b99fcbd3733a339aba37a7758a6d88c49375471e262595f1e85b1432963a5","4-fdc190eaa2943171d2f721e5c479585512a56e817f6d95dd80dfd7a053013f0a","0-78398b43798f405ec405dc39d18b145751b03772ec52461bcacb2082b9980ec1","root.record.ProgramElement.ProjectList.Project"
"PE 0207134F, Aircraft Post Produ...","PE 0207134F, Aircraft Post Production Support (F-15E Squadrons, APAF)  [BP 13]","17.502","2.076","2.363","2.363","0.000","2.403","2.479","2.540","2.581","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3f3b99fcbd3733a339aba37a7758a6d88c49375471e262595f1e85b1432963a5","5-928d8589da20fe0f7359cb7d55295b81ef446e05c9fa676262b21bcf4d578b73","0-78398b43798f405ec405dc39d18b145751b03772ec52461bcacb2082b9980ec1","root.record.ProgramElement.ProjectList.Project"
"PE 0207130F, Aircraft Initial Sp...","PE 0207130F, Aircraft Initial Spares and Repairs (F-15A/B/C/D Squadrons, APAF)  [BP 16]","0.096","0.087","0.097","0.097","0.000","3.951","13.181","8.460","8.300","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3f3b99fcbd3733a339aba37a7758a6d88c49375471e262595f1e85b1432963a5","6-202e479fc58bc7320fc11ee2b29fb2ee4c6a8745398d83e73df3998a5141cb5d","0-78398b43798f405ec405dc39d18b145751b03772ec52461bcacb2082b9980ec1","root.record.ProgramElement.ProjectList.Project"
"PE 0207134F, Aircraft Initial Sp...","PE 0207134F, Aircraft Initial Spares and Repairs (F-15E Squadrons, APAF)  [BP 16]","6.458","17.863","22.012","22.012","0.000","21.253","16.137","15.765","19.887","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3f3b99fcbd3733a339aba37a7758a6d88c49375471e262595f1e85b1432963a5","7-8b8e0cbeeabbe3ba5978932190fd5607d50479f9e1d520167fb53239a789607a","0-78398b43798f405ec405dc39d18b145751b03772ec52461bcacb2082b9980ec1","root.record.ProgramElement.ProjectList.Project"
"PE 0207130F, Aircraft Modificati...","PE 0207130F, Aircraft Modification (F-15A/B/C/D Squadrons, APAF) [BP 11]","184.439","137.010","62.660","62.660","0.000","196.999","1894.000","201.894","132.844","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3f3b99fcbd3733a339aba37a7758a6d88c49375471e262595f1e85b1432963a5","0-fb18395bc33997de749d61cfd3579b37bccf63dc2817b6a252743d5fa9cb76bb","1-c1585d34ac3fc960164575d10f38a0bab83fff20cfcbe4d7190fdea0d03fd2cc","root.record.ProgramElement.ProjectList.Project"
"PE 0207134F, Aircraft Modificati...","PE 0207134F, Aircraft Modification (F-15E Squadrons, APAF [BP11]","118.243","117.825","85.045","85.045","0.000","249.533","270.211","320.222","333.185","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3f3b99fcbd3733a339aba37a7758a6d88c49375471e262595f1e85b1432963a5","1-440324a620d37160c504e29c732f5e08d86e97e4ac9ca41b37fb513ff2815ada","1-c1585d34ac3fc960164575d10f38a0bab83fff20cfcbe4d7190fdea0d03fd2cc","root.record.ProgramElement.ProjectList.Project"
"PE 0207445F, Aircraft Modificati...","PE 0207445F, Aircraft Modification (Fighter Tactical Data Link, APAF) [BP11]","0.171","0.000","0.000","0.000","0.000","4.377","5.821","5.946","5.964","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3f3b99fcbd3733a339aba37a7758a6d88c49375471e262595f1e85b1432963a5","2-0a2c431edda12ce51abdf75a4bcf67f72b6efa5d0f5966014b6ff1adc0ae0407","1-c1585d34ac3fc960164575d10f38a0bab83fff20cfcbe4d7190fdea0d03fd2cc","root.record.ProgramElement.ProjectList.Project"
"PE 0809731F, Aircraft Modificati...","PE 0809731F, Aircraft Modification (Training Support to Units, APAF) [BP11]","0.987","0.751","0.673","0.673","0.000","0.835","1.081","1.107","1.125","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3f3b99fcbd3733a339aba37a7758a6d88c49375471e262595f1e85b1432963a5","3-49fc82639a953e06ba3b20e699aedd64d3efb47b313ceffeeee802c2a242f4d6","1-c1585d34ac3fc960164575d10f38a0bab83fff20cfcbe4d7190fdea0d03fd2cc","root.record.ProgramElement.ProjectList.Project"
"PE 0207130F, Aircraft Support Eq...","PE 0207130F, Aircraft Support Equipment (O&I) (F-15A/B/C/D Squadrons, APAF) [BP 12]","2.983","1.545","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3f3b99fcbd3733a339aba37a7758a6d88c49375471e262595f1e85b1432963a5","4-3f05302993846b42cd626759917293d61d2a1441b3260a7f48679473345ac1cd","1-c1585d34ac3fc960164575d10f38a0bab83fff20cfcbe4d7190fdea0d03fd2cc","root.record.ProgramElement.ProjectList.Project"
"PE 0207134F, Aircraft Post Produ...","PE 0207134F, Aircraft Post Production Support (F-15E Squadrons, APAF) [BP 13]","17.502","2.076","2.363","2.363","0.000","2.403","2.479","2.540","2.581","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3f3b99fcbd3733a339aba37a7758a6d88c49375471e262595f1e85b1432963a5","5-fc0e9c53c9d9b3e424bac735828806d2c6d80cd0bd28e8f094ae25f42d118f6f","1-c1585d34ac3fc960164575d10f38a0bab83fff20cfcbe4d7190fdea0d03fd2cc","root.record.ProgramElement.ProjectList.Project"
"PE 0207130F,  Aircraft Initial S...","PE 0207130F,  Aircraft Initial Spares and Repairs (F-15A/B/C/D Squadrons, APAF) [BP 16]","0.096","0.086","0.097","0.097","0.000","3.951","13.181","8.460","8.300","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3f3b99fcbd3733a339aba37a7758a6d88c49375471e262595f1e85b1432963a5","6-ee12cc477d1e50dc85df4c0fcd66ef6204e0818ac718c4b2eee5bfc44eb67cdf","1-c1585d34ac3fc960164575d10f38a0bab83fff20cfcbe4d7190fdea0d03fd2cc","root.record.ProgramElement.ProjectList.Project"
"PE 0207134F, Aircraft Initial Sp...","PE 0207134F, Aircraft Initial Spares and Repairs (F-15E Squadrons, APAF) [BP 16]","6.458","17.863","22.012","22.012","0.000","21.253","16.137","15.765","19.887","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3f3b99fcbd3733a339aba37a7758a6d88c49375471e262595f1e85b1432963a5","7-25cd6238da8a086915d039a0c8f575f96d4e0b1ef3b2ee22e43da64dff2e7caf","1-c1585d34ac3fc960164575d10f38a0bab83fff20cfcbe4d7190fdea0d03fd2cc","root.record.ProgramElement.ProjectList.Project"
"No other investment funding","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","5dabb2c309f3555bc91259a651395d4f03c060e95264597ed313cdf9e4911ed0","0-6f4f8cb1a5692d25ccda3ae808fcea4eceb6d0e6c81182824193752e181c1af2","0-05ebb36355b8b2e9827f5ccdc75a69bfc637a877a95278850f4d7efc2eebe94f","root.record.ProgramElement.ProjectList.Project"
"PE 0207138F*","F-22A Squadrons, APAF","639.582","385.646","332.349","332.349","0.000","480.070","422.485","425.911","475.770","Continuing","Continuing","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b24e749598343a74da34bd7b876305960b1702efd71ebe32f2c111a40822fc21","0-f9898d4a6afe3b51885d3fee748e16a3f4d46f8fa8ceb8f92931effe75f4c625","0-be135bf63e0c60775c336d4a41145fdeef4bfcd685838a32bcf39c6fd7ba0136","root.record.ProgramElement.ProjectList.Project"
"PE 0207219F**","Advanced Tactical Fighter, APAF","159.033","105.335","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b24e749598343a74da34bd7b876305960b1702efd71ebe32f2c111a40822fc21","1-b86f1ac4f70da2576f9826cbdcf02184d0bc0850bf6606a291e2da5e0d958b73","0-be135bf63e0c60775c336d4a41145fdeef4bfcd685838a32bcf39c6fd7ba0136","root.record.ProgramElement.ProjectList.Project"
"PE 0207138F, F-22A Squadrons","Other Procurement, OPAF","1.444","1.699","0.669","0.669","0.000","1.440","1.090","0.959","1.000","Continuing","Continuing","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b24e749598343a74da34bd7b876305960b1702efd71ebe32f2c111a40822fc21","2-ac21f2c79b8861ffda4b169524545b0f33e182c2005ac8f47eaa79153807929e","0-be135bf63e0c60775c336d4a41145fdeef4bfcd685838a32bcf39c6fd7ba0136","root.record.ProgramElement.ProjectList.Project"
"PE 0207138F","MILCON","13.586","16.500","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b24e749598343a74da34bd7b876305960b1702efd71ebe32f2c111a40822fc21","3-6789ff1b03a97e2584fbf7f99f6aad98ebce263db70469a4505e9d623a1a8f22","0-be135bf63e0c60775c336d4a41145fdeef4bfcd685838a32bcf39c6fd7ba0136","root.record.ProgramElement.ProjectList.Project"
"PE 0207445F","Tactical Data Link, RDT&E","23.438","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b24e749598343a74da34bd7b876305960b1702efd71ebe32f2c111a40822fc21","4-ba12ee4e9c7c92a123b57b3c4f3573b739e3b7276bf95fb1873160ee33ec34ce","0-be135bf63e0c60775c336d4a41145fdeef4bfcd685838a32bcf39c6fd7ba0136","root.record.ProgramElement.ProjectList.Project"
"PE 0207163F, AMRAAM***","AIM-120D, RDT&E","5.900","10.810","18.990","18.990","0.000","23.830","23.940","5.820","0.000","0.000","15.110","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b24e749598343a74da34bd7b876305960b1702efd71ebe32f2c111a40822fc21","5-763d4edf6687fd958f8b5a020614c3fa0a3797a06fb489446cd83a48cb0ebd91","0-be135bf63e0c60775c336d4a41145fdeef4bfcd685838a32bcf39c6fd7ba0136","root.record.ProgramElement.ProjectList.Project"
"RDT&E; PE 0604800F","Joint Strike Fighter EMD","931.599","1387.926","1210.306","1210.306","0.000","1019.035","635.732","387.694","155.591","0.000","2974.060","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","0-0f64f18afbab26f69dd82e6404f9bd0b44cdae5db1d923c13e55daad93791e2b","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"RDT&E; PE 0604800N","Joint Strike Fighter EMD","615.706","631.836","724.392","724.392","0.000","702.100","584.341","458.302","349.869","0.000","2360.449","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","1-1a0341b8dea98e235517f1acaf05bb3df1e3d29a5105e5927eaea613519dc422","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"RDT&E; PE 0604800M","Joint Strike Fighter EMD","602.142","651.786","737.149","737.149","0.000","693.484","574.746","448.498","340.123","0.000","2318.870","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","2-f6b46c3525415336bfd4e9abbe1015474b8c0ed2cb8acc3c5be0a77c6639a6c6","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"RDT&E; PE 0604800N/3194","Joint Strike Fighter EMD","38.492","26.713","19.534","19.534","0.000","0.000","0.000","0.000","0.000","0.000","38.492","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","3-dff918d6822262e6008955a7428ecfc54d0fad0a899d7235467b532156535ea1","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"International R&D","Int'l Parnter (SDD/FOD)","200.912","152.438","144.173","144.173","0.000","2.811","0.000","0.000","0.000","0.000","203.723","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","4-13e888b5ead3e77942fa67875f34def1db33cec28021c089ef9d955a2f7c859f","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"APAF; PE 0207142F","Joint Strike Fighter - CTOL","4297.566","3518.592","3417.702","3417.702","0.000","3357.676","4547.095","6026.187","5949.391","175271.376","18228.524","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","5-a88192de7934443bdcfa8e5967719e3434505acb668ba3c02b21bc98068de7bb","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"APN; PE 0204146N","Joint Strike Fighter - CV","1852.890","1557.162","1072.812","1072.812","0.000","1273.910","1432.190","1724.077","2429.677","33679.470","6283.067","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","6-228442d4dedf504ddd37d27026551a7bd9b7ee39843a70d760305feb0cf634c3","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"APN; PE 0204146M","Joint Strike Fighter - STOVL","838.204","1259.162","1510.936","1510.936","0.000","1521.174","1562.016","1953.170","2576.560","35163.740","5514.564","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","7-0182151e24338f3d1509b42f6c6b565be24fa7f4fcb581ca54e8048aa10fc415","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"International Procurement","JSF International Procurement","726.936","1223.348","3054.443","3054.443","0.000","5362.214","7449.007","8361.881","8094.783","0.000","21900.038","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","8-e8df100f8ee3622283c0415c53f68c7d1f4715660bb09e3cd96fa3434256ba8e","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"OPN/4265","JSF Other Procurement","5.381","5.665","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","21.489","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","9-9c28c7b58f0177f3dfcdfd75de1d757671bc1ac508a7316a8fdc017276715b1b","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"OPN/ 4267","JSF Logistics Information System (ALIS)","0.000","0.000","3.826","3.826","0.000","4.869","5.592","5.647","5.744","0.000","16.108","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","10-5a3a654eaab116f5f554c61042c0415c4318434c15f6e12e854ed3fa40dfa8d3","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"APAF; PE 0207142F/Initial Spares","Joint Strike Fighter Spares","261.924","149.556","181.833","181.833","0.000","197.737","265.692","274.415","264.251","8438.247","999.768","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","11-ff90fc73a3010c349a0da86e9c10f5b0f76c782d1a8e424293417347fd231bfa","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"APN; PE 0204146N/Initial Spares","Joint Strike Fighter Spares","73.923","29.902","41.466","41.466","0.000","114.749","116.392","106.869","144.044","2708.330","411.933","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","12-ce46566abec58fb64dcd169f9062ee9b423b906138f24aaa4a07d6d637e59f52","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"APN; PE 0204146M/Initial Spares","Joint Strike Fighter Spares","147.539","23.430","99.006","99.006","0.000","97.805","107.292","186.345","175.615","2961.390","538.981","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","13-087c443925accc28a7938f9f71def304e627d5e9b318d294587189c7e8482c74","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"MILCON; PE 0207142F","JSF Military Construction","121.292","24.250","13.530","13.530","0.000","72.000","69.050","65.000","66.170","0.000","327.342","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","14-d53589d8ae95f4c6003f27857b6cf5a59fbe0caf6c09e44e316f66e747f68bc6","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"MILCON; PE 0212576N","JSF Military Construction","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","15-98f0bd87e2150fab5c31a8f1d3fa2767a1f06124b7c97faf6271f01ee7f02ea6","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"APAF; PE 0207142F/Modifications","JSF Modifications","4.610","0.000","147.995","147.995","0.000","157.777","245.462","223.683","252.141","1027.058","631.532","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","16-dff863a9a27d9195cb48bcb9f8d14d8fab33577c3a95c3e22ff21d3e1187810c","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"OPAF; PE 0207142F","Joint Strike Fighter","0.000","0.000","0.600","0.600","0.000","2.200","2.943","2.471","2.345","0.000","7.614","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","17-0f0fb46111253e6e6b778161fbe64cf8b5c97d8e64a5088f49d95a5467f75328","0-25028309dfcbd4f52a7463f971ca371bcbf2275b8c34fc7fa40d2ad7414076e7","root.record.ProgramElement.ProjectList.Project"
"RDT&E; PE 0604800F","Joint Strike Fighter EMD","931.599","1387.926","1210.306","1210.306","0.000","1019.035","635.732","387.694","155.591","0.000","2974.060","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","0-84718ee16a9ce598050379865a5f566deddcc45710f7d2ca58a0cef6dc8564ad","1-5e3399780b18b3165db6a1cae72aa408decfe0c5def7c91b49bf5e745d17fb23","root.record.ProgramElement.ProjectList.Project"
"RDT&E; PE 0604800N","Joint Strike Fighter EMD","615.706","631.836","724.755","724.755","0.000","702.644","585.407","459.511","350.852","0.000","2363.268","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","1-df60a5fbc86ef2290746649398353b8aeaee385c4ca2261fdefd1680506f716c","1-5e3399780b18b3165db6a1cae72aa408decfe0c5def7c91b49bf5e745d17fb23","root.record.ProgramElement.ProjectList.Project"
"RDT&E; PE 0604800M","Joint Strike Fighter EMD","602.142","651.786","737.399","737.399","0.000","693.861","575.495","449.346","340.813","0.000","2320.844","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","2-36d401150183ac18e50c0b316eb565783fc975c4c27dab02383147f10639394a","1-5e3399780b18b3165db6a1cae72aa408decfe0c5def7c91b49bf5e745d17fb23","root.record.ProgramElement.ProjectList.Project"
"RDT&E; PE 0604800N/3194","Joint Strike Fighter EMD","38.492","26.713","19.544","19.544","0.000","0.000","0.000","0.000","0.000","0.000","38.492","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","3-b57cc660090859a71f986cb79a2e4f3e07859c5acd02536bb882aa16f3a0c180","1-5e3399780b18b3165db6a1cae72aa408decfe0c5def7c91b49bf5e745d17fb23","root.record.ProgramElement.ProjectList.Project"
"International R&D","Int'l Partner (SDD/FOD)","200.912","152.438","144.173","144.173","0.000","2.811","0.000","0.000","0.000","0.000","203.723","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","4-dbeb79b6d74e48e7d4ee1ddb4f356cbf38823383b1b4df9382d56b3fbd9b2491","1-5e3399780b18b3165db6a1cae72aa408decfe0c5def7c91b49bf5e745d17fb23","root.record.ProgramElement.ProjectList.Project"
"APAF; PE 0207142F","Joint Strike Fighter - CTOL","4297.566","3518.592","3417.702","3417.702","0.000","3357.676","4547.095","6026.187","5949.391","175271.376","18228.524","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d9a0885de440e3bae12b2e8a151a5c2a501f200a6a3a6f35a08134cdff61ceb6","5-6b3d2f47928024995612f07a4c93bdcfa98afa9a8048f139da6c51ec7877647d","1-5e3399780b18b3165db6a1cae72aa408decfe0c5def7c91b49bf5e745d17fb23","root.record.ProgramElement.ProjectList.Project"
