LineItem_val,Title_val,Funding_PriorYear_val,Funding_CurrentYear_val,Funding_BudgetYearOne_val,Funding_BudgetYearOneBase_val,Funding_BudgetYearOneOCO_val,Funding_BudgetYearTwo_val,Funding_BudgetYearThree_val,Funding_BudgetYearFour_val,Funding_BudgetYearFive_val,Funding_CostToComplete_val,Funding_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-745090fb28e23be7b0d1ce84860fd2459fc529005797d9d2a8cc5d1aed234d2f","0-6bb7e824339e9894ac121f096f499c51ca2c0b98c8bfc7c4bac59ed5b54ab2d7","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-d263c581df2e654610579549d593d8951345d73510a712e8023382e2e988fb2a","1-c4a4ea1a40f94ebf80989208b0a0ef64efc0827156ff6412983120b3eacbd33d","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-91e74c1ffb142f2c5fd52404446c32fcd6afefccc8addf393fe79632f06a6b8b","2-4fa03b92c1bc1ca7c956cd30fdfb0d613c1438a00f73e60952614adef85536dd","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-227c521c335d3f40ff678c529b43e8c9988ebb2238a53d279137fc0c410aa517","3-6e1c6a08124e1b4fca383e0bd6a710cb6320b26fdda9fc2811f559bf801489b4","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-ac0e175b0ee9b2f299c9e5724d027afef7184deaafeb5dd7ef7202d4cf8796ca","4-f2384d1c71b277e8deb47bf2df6423528e0fdfb1af53469bfc5061ef1523ea0e","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-e86c8b0481a408af56fc188c05406fdb0edfe4586490e05e8b24cfbd0843e112","5-6b797bf40bdadef4cdf236c8edd6dbe25fc3c13a41f961db515872b46a7782b6","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-cb7cd35f6708f21e868cc693c1ec596f6e7e30e2a562c9a44fff45fe2d124e3c","6-ad67d48f5cd95670723e3a1b3e2daf6fa5e507a18171026b99e56e9c6286f963","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-0256f5289755a4d67ef25db6f56cd47638d5dfa3be742a1f2d9c13378699857f","7-17c9df309192cdd90a33c12e979978de46aeab5bb29cb4164a5322a41fef98db","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-54bf641a5917597d4f6dbca1c9bd0881a2526e219a79ec2db2733d8d977491b6","8-e4dbbb68093a9f0373b04071bb76eb62eb24b64b8561f846021e2d438035587a","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-a3b24c92e18008ec882eb92510e6d2e6b9875dc536b1a2a916cf3a9f70399220","9-b9cada0caeeb1260bd2c4ee7dd669b7a81512a1b295548b5bff5a73f56258c3c","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-e10877552d41cd3f1d7ad8b1912acc16d284fb267776b2f6b6fee9f0d06d5970","10-fa24fe8e5fcf4f7b5e6c43d31a673d6e5ed41a2ddf0a3c2eb650585df67ad488","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-ebaa3f9364fb3a6107689f5468d661536994bfca231428c0387ef4687c8cd206","11-4150ffcc82238cb6212b49c92eaeaf75de4156d2242914bb93edc3ca8dbdb4b2","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-cfb440134a21bc6da33a53e99cbdc498552e3b32b4c4eda79970cdcebce2167e","12-2994e8240f69b201aa2ece507549c3676c32156fc3f47b11f8b16f771fc0c58d","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9907235a9583400d9731144a7e9e1ba4b71bef30b77392ed023c0527e5dccdcd","0-f08184e617037a63d462938e0e63354e06d85c03f02a94da583119ba865dd76f","13-5fe14d88955faa99c986712f965d8d7604688724ddd0a71671f5cba0025f86f5","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","63481da1fd9cb9f28463e1299bc23b14aa80152ac0201c2b0c835019a28ebe3d","0-674f8764e07ba646354c38654207ed2f19a9401ad947429ff576926352a7477e","0-8bf6a6031486093dd5c549cc215dbdb6ce888dffeb67cb55d545361761fc6a75","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9b77283d3b613953b859520dcee05d308c0faf3b015cb415b24462e831616e41","0-c91d681b2ee9606ed3bf82e022f4bfbd3c8957e511d62388df8fcb3fed9d15e0","0-cf49580f8fddcceb586d1a4c7063fdf374ea57e1a3198ef2486d67ca6dab3d5a","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9b77283d3b613953b859520dcee05d308c0faf3b015cb415b24462e831616e41","0-e793f213a2a0d7357c72d24709943fb6992a202dfedc025ff9ad1f9f776856e8","1-680c52a4b2b3ef7ec1ccd7406479b549869aaeb65c223276d44f91da97b186d1","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","55b8859cf5f34e103a94414ae56bc038fcc6a72c52600e8fe9b25afe5cca46cb","0-974938ce79c30a45bc670f9ef158e186ee7270a6cf3e12602ad8a7c9f1efdf12","0-57f0aa9a10213310f8f4e11eb72388031dd086b4abaa3ee8b4d43a9820d1551f","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","55b8859cf5f34e103a94414ae56bc038fcc6a72c52600e8fe9b25afe5cca46cb","0-6a83f04f4771ca3fdb467294c95dc85c5a5c5192fe701588858892c1c5f8d385","1-05e98c27ef9e6d5481e7ee174263d9535328108c331a0935e13f43c78997bd69","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","55b8859cf5f34e103a94414ae56bc038fcc6a72c52600e8fe9b25afe5cca46cb","0-ec76e69703f0a443c954f699bc3396f5f7fce2d9a1de0bf9407fce7fc5119168","2-5c3c12c0d889356d0ff6fbafef679d7c957d4a058d802a943bd9515622bdb365","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","55b8859cf5f34e103a94414ae56bc038fcc6a72c52600e8fe9b25afe5cca46cb","0-941c4b3f1699436ea3c871be1ca84c88e2304ee500ef0783d42aae1212df2ac1","3-01ac14afdc647f845f2f338f8bf1695c89cdcb00c1c854014f6a3297ac7c9a5c","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4c716462f93fe45ca712d6e2f48e82d8f875d118706ce2499ed27823e9cfef83","0-d8eb9b15c25ee55d7b4ce8e002a69c3d72407a28dd1aff24fa29f96df8093dd4","0-a72aed1b510fe799a22efee1fd15eedcce3865210d08e32c3c67ce99ebb1615c","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","00cd79e6565a52f46bdd299fdb0ce6cd63fdff6c8f4b571ac6db43b427149350","0-8ea5ccadd1664997dc6b4325ef5d2cc1f6a3a01b3954aa946b984fbd1ae0f60f","0-5fc1c3aec7dcbba7580301f5099a6844d85868c5f7646eb9506c035312104de6","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","00cd79e6565a52f46bdd299fdb0ce6cd63fdff6c8f4b571ac6db43b427149350","0-e22c3c907f11fbed9b00beda58b2e6621300fd0c1b21c735aa71c41a0f9f1d70","1-3ebb66d000c58eb66ad75c6b15996fb8e8a0ff09adace7c7648f0ef5386b139a","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","00cd79e6565a52f46bdd299fdb0ce6cd63fdff6c8f4b571ac6db43b427149350","0-268afcdb755c92bbf9b9a9bff53dd97653b29d386da0089a548e76efb178d888","2-19b3c27c1dd46ab8770dfb4a7b178a7b44f95b80a1bf6bc4cc6f54535b776984","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","00cd79e6565a52f46bdd299fdb0ce6cd63fdff6c8f4b571ac6db43b427149350","0-be8985e82ad6082d925d1c05edcd678c09ba297948155e6b2c10961d64fe708a","3-bff4f2a082999ef0b26cf960abee2815422add0573166e6c0e44f99e3b1868aa","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","dfcfd7bb6716fb2a6ecccbad7de13c1b1994a57625dfb7831546c52b6c160ec9","0-78fb4201b30d6f62787551c298a504993c2069a90ac5672462b5150c12f41d4e","0-2f7e62938eea2629ce66fc0383b6c62d456e7c4560d15acea5f09ba799bc3109","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ac427fae7250717d8834c2069ab72cc0942d20351b29494f0d36a8ae75458da9","0-916401ca7848e6cff82a2da64521e4a87aca02d336fac65dee6c70ee196cb958","0-85ee1a82ac2448e73918b0985388a9bc6dae4c9e133bb3deffcb4b81947a68c3","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ac427fae7250717d8834c2069ab72cc0942d20351b29494f0d36a8ae75458da9","0-2e245c8b262f6e9f26cb732ba0727cc22c0146a8c2544dbc33cb9d826ec5ba5e","1-96d0126c8d483eea823125e2523375b5c62c8b848277f7fa9e0b39f056d07a96","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","fcf69b21f05ee90624151e1ef9fcaa398b9ae9265f5db255eeeba00b31006993","0-0a34f8536933e9cb494500c63dfda6efa829e3a37dd05f0d8ccbe3d71786ceda","0-4fda7273be8a288b56ab4f799a7f377deb4da325355f32bd0d0b8ab3140a59f1","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1aa14e6143e564504e82d85ff8c5125faca02e21227120628b376e685aea3232","0-81b7762d4f6a71a0120b5432e027875bc20ea5ab8fc489c75c649243bff17173","0-14f06bd4cf18943c334a9363523cc13b38eefd3c6dcf70d251ce762980d0fc4d","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1aa14e6143e564504e82d85ff8c5125faca02e21227120628b376e685aea3232","0-d4e735119cf0976fa0078ee3bf585a4e4581a42ca5a11fe9a313e4289e50a4a5","1-d85255b7901987c21c859f43a545ae763b8ff4aba9038acfa4d23dbc5ef1823d","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1aa14e6143e564504e82d85ff8c5125faca02e21227120628b376e685aea3232","0-1b818098f3f4d1c51f9642045ca8571825fd721ede3ee6176a5b26400a480922","2-0d39880178995d0991c923a5fff713be6109ee96d751254eab83888a94bd2702","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1aa14e6143e564504e82d85ff8c5125faca02e21227120628b376e685aea3232","0-41125cbcee2469de21b0963f704dddd9487955a95572287e3237ac46618c607d","3-a17d52cc881a926c71e6439d4a4465de7f43b009bc3730a09ee56695fc4e3ad0","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1aa14e6143e564504e82d85ff8c5125faca02e21227120628b376e685aea3232","0-f2955567961ce206de7365fcaf77d8e194f44b9949c22d9540556b15e3223e24","4-314b601c8d4ce4ad46e1215644ea12b5ee6aee99303920394ae32101ac537ff5","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1aa14e6143e564504e82d85ff8c5125faca02e21227120628b376e685aea3232","0-f75b09697537362aaa9161ca707785fa7e6f4b85e27561f7571c6e8b404f4493","5-bf852c89f30f26d14c203d19fa97dc4099a3c01d010d02371686702cf24cf03a","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1e410427c9e163e47cd72c52d7cee392a3f433f64acaf0119b23836f7cf4b19f","0-f79523015758605e65faaa849e5e1d600db78315cd332dc2ef4d733aca18fb0a","0-3caf3e13935ef06b9b34634638a84c9fa30c61bfef79c7bff52aacad6b750c6b","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1e410427c9e163e47cd72c52d7cee392a3f433f64acaf0119b23836f7cf4b19f","0-1b60395fb69cc05f3f0e450d8f84be392e55e2236dc7cf923b63c8d4a217be94","1-33c6516e00679ce1a5c386d11077b09dd57a5ae27f28b494cd3b47bbfbbcb8c4","root.record.ProgramElement.ProjectList.Project"
"N/A (1)","N/A (1)","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1e410427c9e163e47cd72c52d7cee392a3f433f64acaf0119b23836f7cf4b19f","1-4ca2eef75ff43dbb0a83539dadd1cf2eac218b2db22141b5c51f53a6741ed853","1-33c6516e00679ce1a5c386d11077b09dd57a5ae27f28b494cd3b47bbfbbcb8c4","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1e410427c9e163e47cd72c52d7cee392a3f433f64acaf0119b23836f7cf4b19f","0-129eea4ee5d49b7bd5dbbdc543a3de45a94c3f501ef340b1c69f5f6cca3ce38d","2-e74d53aba68e3a6115f8a4746127cdb0bca383c2e9d1baf1968bf25f12560c77","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1e410427c9e163e47cd72c52d7cee392a3f433f64acaf0119b23836f7cf4b19f","0-c52b95b99d1c9981ad9388084bb1b6a879990fc8df3171349424aa9a8853a270","3-574b3783d92b70111f1163184cea8de5d2f6f225212b14b564b98346f03ef8b8","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","293c9a621d0563c67280872f2f96af3f51082595fec9cc42babb3944fda68da5","0-8d2ea447730f9310bba4a6240924b0f773e2f4665e07a24e3cd94a6671bcd24e","0-b02c6262f177faff13d64a2f18ca126fdcb1a04d183cbd10d4f2c9cfedc2fab6","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","293c9a621d0563c67280872f2f96af3f51082595fec9cc42babb3944fda68da5","0-9578abb59e276f023e798136e9921dcdadffc886b2c0c0354e6dadf051c190f9","1-6d388be0cf35751bc71a399b2919530c5f762f7f1dcb124bac877542b37cd6ef","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","293c9a621d0563c67280872f2f96af3f51082595fec9cc42babb3944fda68da5","0-0475b760cead2122bd6bbd3f7c37d48f529433cf96d2f65b9bda02cdf9dcd8a4","2-5c0311ab9f49a9dc0759a64c12de35872cae92cecee3a75e5be2d5e1f33c749a","root.record.ProgramElement.ProjectList.Project"
"0","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","293c9a621d0563c67280872f2f96af3f51082595fec9cc42babb3944fda68da5","0-a3a1633d13f44afa6fcd93e60dfc5d5870321c0ef771d097d310594f19a10b7c","3-272fe5774b617d909ff09a548e6eb5d44faca3ae68a3af9df0a6e12d72ff66b9","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","293c9a621d0563c67280872f2f96af3f51082595fec9cc42babb3944fda68da5","0-ff05226be7afc9ab080768c62280f736ae856f7d3b3b5edbadf84a4c3c4bb239","4-5729bff460f1e2c97f378df6ae032ad8ddab934ae581c8a8dc8cccecaa390bd8","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","293c9a621d0563c67280872f2f96af3f51082595fec9cc42babb3944fda68da5","0-dc1f2a4c86614659dbd04cb183520c9cf346cd17dba354f75eba40fbd248057e","5-7803a46484573727fcaffbe62804761ac9409018c9513633bf374f33830dba56","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","293c9a621d0563c67280872f2f96af3f51082595fec9cc42babb3944fda68da5","0-60b3c271f3b955eec59207200f6ca0a4b12f63115ec0a86e82fd4c263d8362e1","6-855be683ee8be5593a7da955c7549a2434e8d8075d324fcdce0d675f2222b351","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9ce67a31de059802f9f511829d8af355b59bddeedd45c3237c06c45b964a3231","0-aeb3b74b48bdd72c5af134009346bd7415c998d7d5ed78154c489ce3c9d58de9","0-c5bd3c4e186cc77ea0233cece8f01a66239d748f430b3200746395069c11881b","root.record.ProgramElement.ProjectList.Project"
"N/A","N/A","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","","2013-BASE_RDTE-2013-AIRFORCE_V1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","7dc4e0871545af3cd5d487ee152ee3f4294edf3c4f35489d8c25dbc861091f2d","0-448de399cc35d0e8a1abb354237435addee27a850b5b0ba6a1faa77757662bae","0-13602eff3405ecb730ee6e777b5cd592f642b5267fe43cbb0aafe908ab8057d8","root.record.ProgramElement.ProjectList.Project"
