Name_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air National Guard","53","1.04","53","1.04","0","0.551","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","1-7d49d63a32684b9dd61aaeab8c9e994784b1dfd257cbfbc7c83c299541b4e9d2","0-469c58d12175e5c4ef9e9fe20ff73c00e42d22381d8934dd6abe44c8fda91b1e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","36","0.729","36","0.729","0","0.202","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","2-8a72066c054f5c43cfedfb358522d509a821deb304eac6d77a5d52585041795b","0-469c58d12175e5c4ef9e9fe20ff73c00e42d22381d8934dd6abe44c8fda91b1e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.222","0","0.222","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","0-8e1d94c6bf028e891c6b4e4794ff303dda8a50ee0a280dc1c273a396fc5cb6c1","0-63ea69b294d03b992625d4f9161f90b92cc78edd3391829b8fa60d482ad0d591","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","14","0.358","","","14","0.358","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","0-0b2750e0065e064c6148776e5e4a42e540042b8e545347b2da4a47efefe6117f","0-6cb6c57b090b1dcc629224d5c7e2721b46bb17690cf0fb769490261d9dc5fd73","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","16","0.41","","","12","0.307","80","2.048","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","1-721351fee82215cb06f3c7fa0c3c819449374307eba4dccedaa0e9cf1af9a103","0-6cb6c57b090b1dcc629224d5c7e2721b46bb17690cf0fb769490261d9dc5fd73","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","","","10","0.256","38","0.973","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b258f3af81e00e06e01d594fe0ad3952ecee5f4934a7d59a02173ec581326bf6","2-f5b4499f9166851c059364ac74368d1e6e9f31ade4b22be623003c38f5aa752d","0-6cb6c57b090b1dcc629224d5c7e2721b46bb17690cf0fb769490261d9dc5fd73","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.7","0","0.7","0","1.409","0","1.781","0","10.7","1","1.239","1","1.072","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b7b7160afe3f9f605b0728b8bbba9a57b1548d4d19cb21bc24c6fcdcb8bd3f12","0-4e4500ea85744f0465bc16892242829c70434f488b321c5fe343ef091cc763d5","0-201c69a14eb4fd9cfe2a7804a94b3c4024e520db46eece886d74190df0918d7a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","1.826","0","1.826","1","0.913","1","0.913","","","1","0.913","1","0.913","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b7b7160afe3f9f605b0728b8bbba9a57b1548d4d19cb21bc24c6fcdcb8bd3f12","0-5d74d7f94cd081efb6589579fd2f9f1e3973999ca78647021fa2d1a3b4ebedb5","0-6d46dbd3495dcee7b00fd80e8d2df1e6c3a38647786047ba0b89608a738a1cf9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","20","5.465","20","5.465","14","5.021","18","6.572","3","0.806","17","6.319","17","6.433","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","682ee998e54ac8cd6ed987a1983ea36def854d374a3950a1d13f89247a321c78","0-7b904284cbb09c9435c8f68d85a0c23b364cf34e83ae6222b9ec66b546b18328","0-5d2546e165209c23fe92c94131dbb15ddff3ac79687039102e9cb6f89f765958","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","8","2.186","8","2.186","14","5.021","19","6.938","","","17","6.319","17","6.433","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","682ee998e54ac8cd6ed987a1983ea36def854d374a3950a1d13f89247a321c78","1-c5a02522ca2dd0ab9d929a5124682afa403f4f71f09c1ff5d9c36c3f4b4de1de","0-5d2546e165209c23fe92c94131dbb15ddff3ac79687039102e9cb6f89f765958","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","3","0.821","3","0.821","6","2.153","8","2.921","","","7","2.602","6","2.27","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","682ee998e54ac8cd6ed987a1983ea36def854d374a3950a1d13f89247a321c78","2-d37ad86caf531a1304dfed93e9b47cc18acc11a7045dbef7a4327bd8029487cb","0-5d2546e165209c23fe92c94131dbb15ddff3ac79687039102e9cb6f89f765958","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","4.37","1","4.37","2","9.361","3","14.049","2","10.321","2","9.093","2","8.896","2","10.485","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","ea429714b0f0f95031178afd8eaa3fa79fedb4f85200d5db526c01311ed9c868","0-8ea742fcaf0024623ad9cd9c83919a2efa7d45198d32d61031c42dc903da9410","0-f8616dd3bc1d6775441a7104733401620bd5acfdb5e960f52048b1fd3b476a56","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","4.772","1","4.772","1","4.997","1","4.923","1","4.762","1","5.016","1","5.008","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48cac64a95c0fbfd27f250127738ee59a2dd85af9fcef2f8c49ffdd0746049fb","0-b99fc8cfd002530062a080d6cd9f9feba8ccd823dcccc18c6b5c8c8128b796c3","0-7c73aaf0bb02184d005a53398a2a726f05cd77b1066cd8a1a8767352a820cf53","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","44.553","4","44.553","4","45.03","4","46.201","4","42.593","4","47.496","4","47.782","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48cac64a95c0fbfd27f250127738ee59a2dd85af9fcef2f8c49ffdd0746049fb","0-02c4e42ae62ae2a37d1e1a7f2947837c85825cc71f0b04f0abc63f18130f7bea","0-5a9ed78f2a93840e855f0476e13e680cc6aabc6fbd81c29acf27b44db28c7d23","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","5.076","1","5.076","1","5.203","1","5.181","1","5.119","1","5.152","1","5.085","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48cac64a95c0fbfd27f250127738ee59a2dd85af9fcef2f8c49ffdd0746049fb","0-d4ec575e3e942901bddce1a7eaa68aa6d6caa4edaf9f190a3fcfe3bc68de6390","0-9bbce98842e6a582b1ccb970eafbb93067640447dffeec0232bd390dd5228d53","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","47.085","4","47.085","5","41.837","6","51.825","2","49.942","3","39.484","3","39.319","2","41.522","2","50.711","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","286b7cf9e90b6bd7776acc6386ba0f6c652f48fdfdcdd3d2e23e9a1113ddec6c","0-de673e558e94cd2e2d3f4c2aa93c6685fe0f16fb6f91968ecd30d8bc06c45ea0","0-3d3008016109fdf41fe3a15e5a797ee02070087bef7e6cff9c1a14431146e588","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","4.05","1","4.05","1","4.05","","","1","3.95","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","a2d6da2a963aca27223fb70dcb8bb49fdfd33ea0c1efb5098df4a1c0d4237e63","0-7490938f44b2208ac8c75da3c5e040ca7ae760f1cc1f5fc324e35072410008cc","0-fbcb9dae843471934961e68136d56f5190067ca8d4b575aaf9a197640a1a569d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","5","9.73","5","9.73","9","18.342","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","307ccad23f24af9e1a8bf573a619c7923e0bde2cdb4a39c24c42a93f60306ba7","0-e5ce0e1c9390f61c29ef0e6c8f253dd1f6a273b59388ec1a6cc74a3f927b748d","0-55f751f709d8a9b51f296eb53a6c1426f37f7b064d3518ef98fa4f93c5679ab0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","0.046","2","0.046","20","0.46","19","0.513","","","17","0.459","9","0.243","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","ad6561f583b220d2abb8c85dde1f5ac4e9cffe72add3a37c0d5254ae703a554b","0-fb90ad7062fe8963907180e7fad2fa075e324fc6b97068b6b7f67c918c624769","0-e318b2895fa376f58163b7737f597348c3fd87b7fb831bb2e44335ea20b52948","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","6","0.138","2","0.054","","","5","0.135","4","0.108","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","ad6561f583b220d2abb8c85dde1f5ac4e9cffe72add3a37c0d5254ae703a554b","1-a378d90a5e09449d3b54de2c58188a1f8422d652acb2cedfb4950a6bc8bb5d3e","0-e318b2895fa376f58163b7737f597348c3fd87b7fb831bb2e44335ea20b52948","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","5","0.115","3","0.081","","","2","0.054","5","0.135","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","ad6561f583b220d2abb8c85dde1f5ac4e9cffe72add3a37c0d5254ae703a554b","2-c7ea3d09730bb5453af4230faababdde7461b825b41764b6ffb82ad40353c014","0-e318b2895fa376f58163b7737f597348c3fd87b7fb831bb2e44335ea20b52948","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","8","1.596","8","1.596","8","0.794","6","0.398","4","1.125","","","","","17","4.667","21","12.474","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","c1d19cdb96832605436b46dec26e5b56387c2767f6ec0ddf7eda9a40f54ed560","0-aefd32e8fa30a234725e6a92b76d88763bf8930705456182c6c36759d4aa3791","0-046bb0746638be1926580d0f8e496322c519548b4c16f64ec38e24960d1c0aea","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","1","0.381","4","1.551","","","5","1.972","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","30d80b3564808d182f1b6c2bc5a836d39862a2ce183dcc8e959c8ebe0c121d76","0-1df67f8815b9657600561e2d6d8ce7594b1a29a163beb36d6094bf2007e15a99","0-00e10ee03b55272453a0616f296e188e4b59b9809fb005185051b41de8cc852d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","7","2.619","4","1.33","","","2","0.989","1","1.009","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","30d80b3564808d182f1b6c2bc5a836d39862a2ce183dcc8e959c8ebe0c121d76","0-17b1d452a8ec3223e419ac177088564f12dae54993278a51e688a9d0c49e2bee","0-601c4627824dd5027caeaeaaa1be22d836871b82e4aa3725bf96caa47a7889cf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","15","3.38","15","3.38","29","5.44","32","4.98","","","34","3.39","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","d20154ecf2f02671a2a5a5d088b88dbb1b6b8d4ea4871cc2b0eeab26971db95d","0-240d83755bd6e5248dc9b6492a679b995c7c2fd5459c47a10ebca7116f5e9988","0-62f9a5b521f6e1163f69656c630bcb5ffa444edfd6ba9a0441b3daa524080fbc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","44","7.02","44","7.02","6","1.24","","","27","3.58","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","d20154ecf2f02671a2a5a5d088b88dbb1b6b8d4ea4871cc2b0eeab26971db95d","0-c1e36195b3f73ebd434b79932cc0064a290658c99ea493bf25d41ef6bf645e80","0-2fe189402e0b5109f15145c785c07bda4273e3fe44ee695642fd425a6d19c1bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","5","2.2","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","d20154ecf2f02671a2a5a5d088b88dbb1b6b8d4ea4871cc2b0eeab26971db95d","0-059a9be8aa0ccc656e69fb2fd7c34b7c4b06a1986612a5edc5045fd20791d0d1","0-4d2c54763be50041862963f2299eeec11db509d5a87fbd7a625d8ed56b84bc36","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","7","4.5","7","4.5","7","4.905","5","3.27","","","3","1.5","3","1.527","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","10116f6b4f0fdbcb81d8df5cf94134ab7a85832a26474a9bfadc26ffc8526f94","0-bdedc9f0a3e790bc4a0117c04d1b1a59e54008329c9561b43c5e2125a264064f","0-338b357264242d0fae5301858a2002a0e09be5bd2837873b8c60c906dcf0182a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","65","3.646","65","3.646","95","3.264","144","4.894","12","3.16","98","2.561","87","2.906","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","a6b1daa62a2995074c25d5c4ae921bdabc91b3a73cd308932f554227cb374135","0-fbc5c729167f6238a882832c6cb0794965edb217f682f77ec219cabf419b7eb4","0-b5cdf273cb93dfed42ef2cfd477f55fb5790696f95c5de88ab9b276765993a4d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","9","5.7","9","5.7","15","9.672","24","15.753","3","1.833","29","19.378","28","20.316","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","0-fdbb3ccf74bdaee0b05815fa52cbc603951eda4a16d4847720e3c49877558607","0-767763398a45c78666e4bb81f47ee301c69812f91215bae33317640634be7f1d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","4.305","4","4.305","","","10","4.959","15","2.08","5","1.928","14","5.49","5","0.000","10","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","0-016eceae136bb4b17a5a94667294d61bdb713029e5e4fdcb6aed473c6b63dbbd","0-8efa91a2cc0661a74cd0b4ef299ba308e0c87993048d1e9206b042508ace617e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","2","0.000","2","0.000","13","0.000","17","5.295","8","0.000","12","4.62","10","3.92","","","14","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","1-c4b59bc196fa60d3d712f7d5c4fa61aa6eba230110be85ba2f691a52e29abd55","0-8efa91a2cc0661a74cd0b4ef299ba308e0c87993048d1e9206b042508ace617e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","45","3.072","","","","","","","","","","","0","1.325","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","534fe9dda4a9df4863ef50dfa98669402e89fd306e571839ae1500652455a12a","0-f8443cc1d95fb1cea8eea22c93a1d66ae05cd24161617b7143860615f7589004","0-147bc31d7c4337324cfaa64f55d1a82c14d8d03d1c5aae70a969ad9201f943fe","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
